polar and equatorial radii for Uranus's 1-bar isobaric surface. models are described in Mankovich et al. 2026, PSJ.
the models in this file assume the composite wind profile from Sromovsky et al. (2015, Icarus 258) Table 6.
the distribution of models in this file comes from randomly drawing the near-equatorial occultation radius from a Gaussian with standard deviation equal to 5 km.
index         r_pol_km          r_eq_km
  315   24964.06967881   25550.51049986
  316   24964.57808267   25551.05335409
  317   24974.57862708   25561.74552139
  318   24967.55618249   25554.23731390
  319   24977.36260203   25564.72245638
  320   24961.76699627   25548.04863922
  321   24969.18356147   25555.97764288
  322   24968.38275543   25555.12148671
  323   24967.30912451   25553.97387546
  324   24974.38873781   25561.54283397
  325   24970.36962328   25557.24590527
  326   24964.49526474   25550.96549139
  327   24979.22717819   25566.71627260
  328   24972.17525115   25559.17605349
  329   24972.12224564   25559.11982588
  330   24962.03695208   25548.33757491
  331   24964.83005263   25551.32302662
  332   24979.39744585   25566.89814206
  333   24976.29358665   25563.57940854
  334   24962.98551525   25549.35130234
  335   24971.49915334   25558.45372907
  336   24971.41555376   25558.36446935
  337   24971.34392000   25558.28748972
  338   24960.64636712   25546.85075146
  339   24975.09639128   25562.29958576
  340   24975.20293834   25562.41286351
  341   24960.74194772   25546.95287951
  342   24963.60391491   25550.01249543
  343   24963.22625842   25549.60872668
  344   24966.34842719   25552.94687923
  345   24974.23877188   25561.38276369
  346   24964.09673460   25550.53912311
  347   24962.71557346   25549.06288092
  348   24973.44680006   25560.53590956
  349   24958.59118588   25544.65371314
  350   24974.09980287   25561.23393741
  351   24974.72789319   25561.90562633
  352   24970.23033131   25557.09714617
  353   24967.61300161   25554.29890138
  354   24971.05968679   25557.98399355
  355   24974.85191920   25562.03803476
  356   24970.06022300   25556.91477958
  357   24974.82683870   25562.01113169
  358   24977.42415640   25564.78807508
  359   24972.76864483   25559.81099276
  360   24971.02582534   25557.94733637
  361   24974.42760305   25561.58427730
  362   24970.73051196   25557.63136948
  363   24977.75544409   25565.14255200
  364   24970.66354791   25557.55977968
  365   24976.44608055   25563.74262652
  366   24967.14934798   25553.80311543
  367   24966.57801642   25553.19215844
  368   24965.63754643   25552.18733553
  369   24975.80901617   25563.06157020
  370   24968.30149509   25555.03472374
  371   24964.90104137   25551.39951227
  372   24975.42607152   25562.65200529
  373   24977.20410794   25564.55286357
  374   24974.16829053   25561.30788247
  375   24979.54945844   25567.06056392
  376   24971.44227274   25558.39278215
  377   24970.84684175   25557.75623489
  378   24965.16203457   25551.67791673
  379   24964.34466227   25550.80464165
  380   24969.76500871   25556.59947584
  381   24970.07016848   25556.92606839
  382   24966.85721853   25553.49060384
  383   24965.46438311   25552.00141820
  384   24963.19508702   25549.57559600
  385   24968.11119001   25554.83106014
  386   24967.94637988   25554.65423642
  387   24962.11023446   25548.41537331
  388   24963.11472752   25549.48944449
  389   24970.78069307   25557.68518811
  390   24965.36355180   25551.89391163
  391   24971.71195003   25558.68094237
  392   24968.96157190   25555.74058019
  393   24971.58113670   25558.54117442
  394   24965.76674776   25552.32420330
  395   24962.51343217   25548.84699901
  396   24968.92452453   25555.70089318
  397   24976.34693215   25563.63679514
  398   24969.18453093   25555.97875535
  399   24977.62426847   25565.00182631
  400   24979.80931828   25567.33847394
  401   24967.40199827   25554.07313809
  402   24965.50489123   25552.04471587
  403   24973.02761710   25560.08761980
  404   24964.46687784   25550.93495263
  405   24970.35850663   25557.23413032
  406   24965.99816392   25552.57214779
  407   24965.24358278   25551.76559316
  408   24971.95355660   25558.93928711
  409   24976.45291931   25563.75004989
  410   24972.76927076   25559.81154815
  411   24962.03110526   25548.33098935
  412   24966.80758012   25553.43765726
  413   24967.97416269   25554.68490301
  414   24976.55805124   25563.86237089
  415   24959.77895897   25545.92389845
  416   24974.38783270   25561.54189171
  417   24970.43846972   25557.31960731
  418   24963.64154249   25550.05275024
  419   24967.82796440   25554.52853190
  420   24963.69479108   25550.10962966
  421   24966.32826258   25552.92514016
  422   24970.30334538   25557.17527152
  423   24968.20186629   25554.92832333
  424   24971.79944887   25558.77457981
  425   24960.53655773   25546.73325953
  426   24966.38571587   25552.98676610
  427   24967.51598526   25554.19496178
  428   24968.52087789   25555.26900020
  429   24966.92172307   25553.55988527
  430   24969.21619937   25556.01249413
  431   24971.74138133   25558.71268777
  432   24962.53730562   25548.87277343
  433   24975.95930746   25563.22226894
  434   24970.38652070   25557.26392609
  435   24957.98184456   25544.00246150
  436   24978.90067497   25566.36696919
  437   24961.92770570   25548.22062742
  438   24978.43884632   25565.87295296
  439   24972.22619308   25559.23070428
  440   24973.38939760   25560.47423972
  441   24975.89168058   25563.14968661
  442   24973.92797107   25561.05014204
  443   24970.69139274   25557.59003130
  444   24970.77056659   25557.67455511
  445   24973.09694071   25560.16133784
  446   24973.74002124   25560.84941154
