polar and equatorial radii for Neptune's 1-bar isobaric surface. models are described in Mankovich et al. 2026, PSJ.
these models assume the k-band 2014 wind profile from Tollefson et al. (2018, Icarus 311).
the distribution of models in this file comes from randomly drawing wind fit coefficients from Gaussians with means and standard deviations from Table 1 (polynomial profiles).
index         r_pol_km          r_eq_km
  316   24268.88746039   24767.76397781
  317   24377.38010950   24752.84249496
  318   24350.69329187   24770.14680830
  319   24358.38812379   24763.56050797
  320   24309.04215923   24747.77368254
  321   24354.48402121   24767.74028289
  322   24250.31638839   24766.25715664
  323   24338.66151895   24772.06420079
  324   24415.09212002   24759.38221066
  325   24434.37568597   24746.10874058
  326   24436.37112591   24747.58526238
  327   24190.07098126   24768.67160861
  328   23924.51966068   24770.40996832
  329   24312.74366787   24769.34129951
  330   24262.27804371   24758.78788915
  331   24410.11925097   24757.12538085
  332   24260.16502520   24774.95587274
  333   24341.30391278   24769.07067414
  334   24197.67274666   24770.56249086
  335   24402.73827041   24765.02888554
  336   24423.00153763   24754.11476435
  337   24385.06062949   24757.03358126
  338   24141.45005257   24766.66565365
  339   24156.90300545   24759.70593709
  340   24099.92944288   24765.93385727
  341   24090.13651217   24760.06615604
  342   24397.87135654   24756.17461438
  343   24329.00598940   24753.08110228
  344   23963.88429691   24765.87714585
  345   24429.57760899   24751.53008676
  346   24411.21103217   24761.67727693
  347   24413.94350092   24744.13737828
  348   24336.70841658   24767.26007950
  349   24433.71966993   24744.07833984
  350   24434.44403519   24753.47065723
  351   24343.21062347   24772.38628338
  352   24197.38556010   24756.06830993
  353   24373.03221906   24765.96660765
  354   24431.46673893   24746.07278016
  355   24327.80237200   24761.00426210
  356   24229.07083378   24759.65333596
  357   24159.47723439   24765.74743253
  358   24421.94684017   24753.33380993
  359   24286.74138276   24774.81473892
  360   23961.54487817   24772.81972248
  361   24421.52696768   24753.10973936
  362   24227.89805563   24767.33571071
  363   24422.93601515   24753.69473488
  364   24209.35020373   24768.50532181
  365   24386.97087015   24766.16467737
  366   24100.47474315   24782.54054998
  367   24260.17100098   24772.52092177
  368   24341.20333713   24752.64245927
  369   24351.52192265   24770.25128693
  370   24237.62017608   24765.93463395
  371   24092.12916838   24783.87897203
  372   24404.79379830   24767.97694233
  373   24389.38773011   24758.43661908
  374   24391.59478992   24757.46099307
  375   24130.13617285   24763.75880753
  376   24395.60768868   24765.99805751
  377   24296.46461191   24766.94377023
  378   24357.93614652   24765.91661298
  379   24413.45431818   24752.02476516
  380   24242.58373742   24757.31733067
  381   24270.42185632   24769.53936886
  382   24368.22268612   24771.15339158
  383   24219.52760222   24759.55453068
  384   24216.77070290   24771.00284430
  385   24449.49330918   24746.15667155
  386   24386.35620633   24753.85663031
  387   24264.25896122   24769.22179169
  388   24437.55605072   24750.92625386
  389   24354.28648375   24762.83194331
  390   24279.76605157   24764.26194626
  391   24417.43236108   24757.65549268
  392   24413.63315353   24750.34353376
  393   24308.05265701   24756.24856021
  394   24164.29807184   24769.68732447
  395   24423.09919912   24749.72649138
  396   24310.83758846   24763.58528316
  397   24316.65173622   24757.91963426
  398   24097.75972699   24770.52853141
  399   24397.43624016   24759.60414061
  400   24419.86562857   24752.20121684
  401   24349.92349509   24764.46370159
  402   24444.84187984   24745.12089073
  403   24038.30834949   24767.81549237
  404   23976.38510091   24770.83521226
  405   24040.59577587   24772.79528918
  406   24420.86075362   24757.30011836
  407   23975.71921739   24767.00212644
  408   24111.98122914   24770.33906623
  409   24081.02941249   24783.50782878
  410   24399.51489185   24744.82336183
  411   24353.04918931   24764.61178024
  412   24247.65435380   24752.63628659
  413   24079.96453585   24779.76841636
  414   24386.94729279   24758.43697605
  415   24394.69499009   24768.41304340
  416   24222.42956649   24767.36866853
  417   24418.93797282   24763.31976479
  418   24372.85838925   24762.25249605
  419   24369.55560177   24755.42001750
  420   24240.43318351   24764.48367425
  421   24333.78619197   24762.03844542
  422   24415.38146759   24752.76801121
  423   23991.31361518   24774.17344825
  424   24265.67806134   24746.09968885
  425   24222.73230525   24766.99110026
  426   24312.62600811   24766.09275137
  427   24325.57765135   24760.35336371
  428   24410.13867581   24751.78229049
  429   24413.71987857   24761.78213255
  430   24246.51307438   24759.24331912
  431   24395.07895236   24765.74009560
  432   24320.92821183   24768.73020574
  433   24116.18631484   24768.81578020
  434   24370.63250286   24749.49536464
  435   24420.76679266   24757.49128110
  436   23960.03145396   24768.62950391
  437   24279.34236478   24757.99876094
  438   24331.89083848   24765.30148346
  439   24194.17094706   24767.66528823
  440   24288.77100337   24765.68131547
  441   24409.09641780   24757.85961671
  442   24395.47289050   24753.07886737
  443   24310.71269947   24760.22799054
  444   24439.03541549   24747.63800206
  445   23742.83766027   24774.83930823
  446   24375.61164175   24771.23938908
