polar and equatorial radii for Neptune's 1-bar isobaric surface. models are described in Mankovich et al. 2026, PSJ.
the models summarized in this file assume the symmetric Voyager wind profile from Tollefson et al. (2018, Icarus 311) Table 1.
the polar and equatorial radii in this file come from random draws in j2 and j4 from the Jacobson (2009, AJ 137) error ellipsoid,
followed by direct integration of Equation (3) from the Voyager 2 occultation point reported in Lindal (1992, AJ 103) to either the equator or the pole.
index         r_pol_km          r_eq_km               j2               j4               j6
 5963      24283.46248      24763.55773   3.50968364e-03  -3.52135761e-05   9.95364989e-07
 5964      24283.55321      24763.56682   3.50842543e-03  -3.65293653e-05   1.04252642e-06
 5965      24283.48393      24763.57203   3.50876217e-03  -3.60267484e-05   2.09560057e-06
 5966      24283.60293      24763.53847   3.50870962e-03  -3.62479292e-05  -1.54918950e-06
 5967      24283.46905      24763.55932   3.50962886e-03  -3.51982728e-05   1.26972040e-06
 5968      24283.49445      24763.56495   3.50908093e-03  -3.58130791e-05   1.35984726e-06
 5969      24283.53001      24763.56890   3.50850503e-03  -3.64052670e-05   1.38142901e-06
 5970      24283.46273      24763.57220   3.50920842e-03  -3.56440333e-05   2.22749471e-06
 5971      24283.51305      24763.56161   3.50902689e-03  -3.58304423e-05   1.08632059e-06
 5972      24283.50169      24763.55469   3.50942111e-03  -3.54273709e-05   6.55087322e-07
 5973      24283.45017      24763.56855   3.50931326e-03  -3.54221988e-05   2.18332267e-06
 5974      24283.48443      24763.55801   3.50921148e-03  -3.55268729e-05   1.09738336e-06
 5975      24283.53390      24763.56260   3.50879216e-03  -3.61102315e-05   9.53728128e-07
 5976      24283.55195      24763.56303   3.50839809e-03  -3.64773992e-05   8.30265847e-07
 5977      24283.51828      24763.55819   3.50915741e-03  -3.56893770e-05   8.51145803e-07
 5978      24283.44697      24763.58086   3.50904980e-03  -3.56970829e-05   3.20363941e-06
 5979      24283.51115      24763.55390   3.50917923e-03  -3.55871854e-05   6.17101465e-07
 5980      24283.51679      24763.54095   3.50964194e-03  -3.51166617e-05  -3.53740702e-07
 5981      24283.51843      24763.56135   3.50895290e-03  -3.59779767e-05   8.62822103e-07
 5982      24283.42334      24763.56363   3.50978879e-03  -3.49602281e-05   1.94094516e-06
 5983      24283.52983      24763.56613   3.50863801e-03  -3.62630062e-05   1.20936764e-06
 5984      24283.50139      24763.55135   3.50934044e-03  -3.53566846e-05   6.09902550e-07
 5985      24283.45692      24763.56007   3.50955707e-03  -3.51967305e-05   1.45714816e-06
 5986      24283.52838      24763.55031   3.50906434e-03  -3.57344425e-05   1.38160276e-07
 5987      24283.47911      24763.55582   3.50944072e-03  -3.53584274e-05   8.82769459e-07
 5988      24283.40822      24763.53933   3.50939017e-03  -3.53088659e-05  -5.26495820e-07
 5989      24283.50125      24763.55471   3.50896329e-03  -3.59023643e-05   3.62564622e-07
 5990      24283.46643      24763.57155   3.50890706e-03  -3.57366170e-05   2.44010800e-06
 5991      24283.51524      24763.55403   3.50912822e-03  -3.56412149e-05   5.94325654e-07
 5992      24283.43715      24763.56218   3.50980308e-03  -3.49792425e-05   1.73823166e-06
 5993      24283.53299      24763.55012   3.50896475e-03  -3.57994380e-05   1.37169092e-07
 5994      24283.46992      24763.56970   3.50909186e-03  -3.57216729e-05   2.00054779e-06
 5995      24283.46223      24763.55278   3.50958062e-03  -3.52077157e-05   6.88983023e-07
 5996      24283.54319      24763.54063   3.50942761e-03  -3.54910233e-05  -8.51001859e-07
 5997      24283.60000      24763.53590   3.50877512e-03  -3.60321487e-05  -1.43950165e-06
 5998      24283.54997      24763.54032   3.50937828e-03  -3.54716643e-05  -7.61038642e-07
 5999      24283.47577      24763.56553   3.50924706e-03  -3.55233372e-05   1.77301161e-06
 6000      24283.48470      24763.55082   3.50969980e-03  -3.50765419e-05   5.92591565e-07
 6001      24283.50941      24763.54975   3.50926635e-03  -3.55217563e-05   2.20676121e-07
 6002      24283.55597      24763.53782   3.50920801e-03  -3.55900167e-05  -9.88710918e-07
 6003      24283.49027      24763.55467   3.50935541e-03  -3.54480943e-05   7.12669309e-07
 6004      24282.95377      24763.54753   3.50948984e-03  -3.53186010e-05   8.88358850e-08
 6005      24283.55754      24763.55682   3.50911950e-03  -3.57970309e-05   5.45673665e-07
 6006      24283.47316      24763.56910   3.50902619e-03  -3.57412446e-05   2.00506381e-06
 6007      24283.44922      24763.54615   3.51019077e-03  -3.45469824e-05   5.01536025e-07
 6008      24283.48377      24763.57967   3.50873843e-03  -3.61138509e-05   2.68466127e-06
 6009      24283.53734      24763.54166   3.50933148e-03  -3.54535535e-05  -5.17333783e-07
 6010      24283.46931      24763.57220   3.50911638e-03  -3.57119113e-05   2.22717487e-06
 6011      24283.41046      24763.56803   3.50985003e-03  -3.49083141e-05   2.38776606e-06
 6012      24283.48312      24763.56861   3.50906381e-03  -3.58054801e-05   1.75638517e-06
 6013      24283.44773      24763.56685   3.50930452e-03  -3.53495700e-05   2.18750024e-06
 6014      24283.49913      24763.56437   3.50899627e-03  -3.58036376e-05   1.45644203e-06
 6015      24283.47071      24763.56144   3.50939021e-03  -3.53841395e-05   1.45141066e-06
 6016      24283.48599      24763.54512   3.50979016e-03  -3.49421739e-05   1.88279519e-07
 6017      24283.55262      24763.55556   3.50878563e-03  -3.61307367e-05   2.36024448e-07
 6018      24283.52058      24763.54463   3.50951986e-03  -3.53240985e-05  -2.47012696e-07
 6019      24283.44012      24763.56449   3.50981231e-03  -3.50614366e-05   1.77108829e-06
 6020      24283.51738      24763.56204   3.50895233e-03  -3.59732477e-05   9.40022647e-07
 6021      24283.41726      24763.55816   3.51000940e-03  -3.46992574e-05   1.62467085e-06
 6022      24283.46192      24763.56551   3.50955471e-03  -3.53843929e-05   1.58468553e-06
 6023      24283.49278      24763.56253   3.50911367e-03  -3.56962762e-05   1.32460623e-06
 6024      24283.48328      24763.56864   3.50888772e-03  -3.58715614e-05   1.89865321e-06
 6025      24283.45384      24763.57190   3.50933504e-03  -3.55387869e-05   2.22445924e-06
 6026      24283.46679      24763.56515   3.50946494e-03  -3.54219777e-05   1.61095507e-06
 6027      24282.99574      24763.56776   3.50897104e-03  -3.58442568e-05   1.73733675e-06
 6028      24283.47515      24763.56407   3.50922632e-03  -3.55268283e-05   1.65688714e-06
 6029      24283.45631      24763.57305   3.50919158e-03  -3.55920517e-05   2.44661554e-06
 6030      24283.47264      24763.55773   3.50948284e-03  -3.53137605e-05   1.09895455e-06
 6031      24283.47556      24763.54402   3.50991416e-03  -3.48345296e-05   1.17835036e-07
 6032      24283.57922      24763.55855   3.50845550e-03  -3.65388687e-05   1.72256687e-07
 6033      24283.49743      24763.57051   3.50888804e-03  -3.59990059e-05   1.80547700e-06
 6034      24283.43153      24763.57122   3.50945069e-03  -3.53005043e-05   2.48572832e-06
 6035      24283.45527      24763.58236   3.50900447e-03  -3.58330872e-05   3.12841132e-06
 6036      24283.43562      24763.57309   3.50937152e-03  -3.53826197e-05   2.61492638e-06
 6037      24283.45613      24763.56776   3.50915933e-03  -3.57159957e-05   1.71451425e-06
 6038      24283.44859      24763.57106   3.50940334e-03  -3.54689742e-05   2.18444239e-06
 6039      24283.51625      24763.56199   3.50892070e-03  -3.59866883e-05   9.56384995e-07
 6040      24283.44136      24763.58119   3.50918907e-03  -3.56293703e-05   3.16071765e-06
 6041      24283.50365      24763.54600   3.50948547e-03  -3.52696710e-05   5.27556798e-08
 6042      24283.47094      24763.56712   3.50917910e-03  -3.56377299e-05   1.79023373e-06
 6043      24283.49031      24763.53957   3.50985515e-03  -3.48412040e-05  -2.32558141e-07
 6044      24283.51968      24763.56009   3.50936713e-03  -3.54272194e-05   1.26648912e-06
 6045      24283.48265      24763.55659   3.50939328e-03  -3.53201902e-05   1.11574146e-06
 6046      24283.50053      24763.55933   3.50904870e-03  -3.56703930e-05   1.17417636e-06
 6047      24283.53598      24763.56766   3.50857449e-03  -3.63561008e-05   1.25791296e-06
 6048      24283.60118      24763.53843   3.50878660e-03  -3.60857369e-05  -1.32791869e-06
 6049      24283.52615      24763.57051   3.50849134e-03  -3.63819093e-05   1.61012708e-06
 6050      24283.52284      24763.57080   3.50867267e-03  -3.62691096e-05   1.59290828e-06
 6051      24283.43047      24763.57603   3.50945156e-03  -3.53602731e-05   2.82040882e-06
 6052      24283.47520      24763.56493   3.50927175e-03  -3.54862755e-05   1.75571291e-06
 6053      24283.52649      24763.55833   3.50899762e-03  -3.59312870e-05   5.96560533e-07
 6054      24283.58192      24763.54137   3.50900926e-03  -3.58807107e-05  -9.53975751e-07
 6055      24283.42096      24763.55102   3.51018352e-03  -3.44376136e-05   1.21928499e-06
 6056      24283.44615      24763.56000   3.50963465e-03  -3.50512476e-05   1.63816424e-06
 6057      24283.41107      24763.56625   3.50986880e-03  -3.49110939e-05   2.17582532e-06
 6058      24283.49236      24763.54416   3.50978681e-03  -3.49735118e-05   3.51040776e-08
 6059      24283.45664      24763.54995   3.50980811e-03  -3.48450270e-05   8.32624254e-07
 6060      24283.43026      24763.59098   3.50915460e-03  -3.57739950e-05   3.84900050e-06
 6061      24283.52402      24763.56313   3.50884094e-03  -3.60378062e-05   1.08280784e-06
 6062      24283.50148      24763.56456   3.50898297e-03  -3.58550207e-05   1.38661592e-06
 6063      24283.52240      24763.56345   3.50895650e-03  -3.59964179e-05   1.02083593e-06
 6064      24283.47213      24763.56109   3.50931374e-03  -3.54171579e-05   1.46685501e-06
 6065      24283.44660      24763.56747   3.50946089e-03  -3.53464397e-05   2.00447540e-06
 6066      24283.45574      24763.54778   3.50996640e-03  -3.46743387e-05   7.38312826e-07
 6067      24283.47702      24763.55228   3.50970820e-03  -3.50690877e-05   7.36329933e-07
 6068      24283.50572      24763.55761   3.50917622e-03  -3.55683006e-05   1.02539454e-06
 6069      24283.45504      24763.56961   3.50929411e-03  -3.55311953e-05   2.08121268e-06
 6070      24283.51744      24763.57204   3.50865111e-03  -3.62937803e-05   1.69531349e-06
 6071      24283.53359      24763.54317   3.50920449e-03  -3.55820522e-05  -4.44385018e-07
 6072      24283.48934      24763.56179   3.50935207e-03  -3.55836133e-05   1.12055101e-06
 6073      24283.46451      24763.56531   3.50949695e-03  -3.53910801e-05   1.64210751e-06
 6074      24283.49899      24763.54796   3.50916473e-03  -3.56496616e-05  -6.56622549e-08
 6075      24283.49597      24763.55064   3.50946435e-03  -3.53720524e-05   3.14942353e-07
 6076      24283.52261      24763.55781   3.50929024e-03  -3.57569892e-05   4.58120940e-07
 6077      24283.48006      24763.56820   3.50916632e-03  -3.56701562e-05   1.84628969e-06
 6078      24283.52107      24763.55282   3.50913952e-03  -3.56743482e-05   3.89232624e-07
 6079      24283.47609      24763.57344   3.50891974e-03  -3.59059382e-05   2.24200214e-06
 6080      24283.47579      24763.56684   3.50908602e-03  -3.56887537e-05   1.80010494e-06
 6081      24283.51502      24763.55572   3.50913390e-03  -3.56927699e-05   6.39556849e-07
 6082      24283.49966      24763.55446   3.50921721e-03  -3.55446048e-05   7.03600782e-07
 6083      24283.51252      24763.55082   3.50919839e-03  -3.55045506e-05   4.66723562e-07
 6084      24283.44296      24763.55881   3.50964274e-03  -3.49720768e-05   1.67974532e-06
 6085      24283.51438      24763.55890   3.50911725e-03  -3.58170161e-05   7.08205031e-07
 6086      24283.51213      24763.54632   3.50933835e-03  -3.54631071e-05  -9.70432952e-08
 6087      24283.51453      24763.55402   3.50927278e-03  -3.55789892e-05   4.99684593e-07
 6088      24283.56967      24763.56076   3.50853390e-03  -3.64101216e-05   5.38889268e-07
 6089      24283.48175      24763.56428   3.50924956e-03  -3.56080385e-05   1.46853669e-06
 6090      24283.50253      24763.56867   3.50876202e-03  -3.60551790e-05   1.70400824e-06
 6091      24283.47340      24763.57580   3.50899948e-03  -3.59186905e-05   2.31650520e-06
 6092      24283.48050      24763.54974   3.50971199e-03  -3.51505206e-05   3.11850083e-07
 6093      24283.51778      24763.55382   3.50900447e-03  -3.57257530e-05   5.88597857e-07
 6094      24283.51293      24763.55792   3.50918032e-03  -3.56856831e-05   7.96352795e-07
 6095      24283.49605      24763.55133   3.50950037e-03  -3.52775999e-05   5.26149500e-07
 6096      24283.56982      24763.55344   3.50869335e-03  -3.62571318e-05  -9.29870041e-08
 6097      24283.49788      24763.55692   3.50920947e-03  -3.55537671e-05   9.37788117e-07
 6098      24283.49609      24763.55837   3.50910862e-03  -3.56684949e-05   9.90742630e-07
 6099      24283.48605      24763.55179   3.50956778e-03  -3.51777640e-05   6.77263872e-07
 6100      24283.49097      24763.53708   3.50965844e-03  -3.48857894e-05  -2.58891076e-07
 6101      24283.51328      24763.55181   3.50914274e-03  -3.55418041e-05   5.69582891e-07
 6102      24283.51926      24763.55991   3.50903523e-03  -3.58039671e-05   9.66199913e-07
 6103      24283.49216      24763.55156   3.50948704e-03  -3.52899531e-05   5.42158211e-07
 6104      24283.52748      24763.55069   3.50920760e-03  -3.56500313e-05   1.29359398e-07
 6105      24283.51530      24763.56751   3.50879074e-03  -3.60582782e-05   1.53877947e-06
 6106      24283.45756      24763.56637   3.50928280e-03  -3.54681976e-05   1.91777246e-06
 6107      24283.45400      24763.55920   3.50963136e-03  -3.51076872e-05   1.44684681e-06
 6108      24283.56049      24763.55804   3.50865272e-03  -3.62810850e-05   3.63354869e-07
 6109      24283.51658      24763.55782   3.50905788e-03  -3.57566927e-05   8.28144565e-07
 6110      24283.41870      24763.56471   3.50967132e-03  -3.49516396e-05   2.25312659e-06
 6111      24283.44786      24763.57518   3.50934691e-03  -3.55790024e-05   2.43673343e-06
 6112      24283.53780      24763.53562   3.50952129e-03  -3.52244639e-05  -9.13373625e-07
 6113      24283.49149      24763.54798   3.50967593e-03  -3.51467521e-05   2.07049132e-07
 6114      24283.48472      24763.56609   3.50923108e-03  -3.56559286e-05   1.56884172e-06
 6115      24283.54663      24763.55303   3.50888504e-03  -3.59966881e-05   1.21731392e-07
 6116      24283.50712      24763.56460   3.50927323e-03  -3.57313647e-05   1.19943444e-06
 6117      24283.49789      24763.56043   3.50920911e-03  -3.55616850e-05   1.26008645e-06
 6118      24283.49724      24763.54600   3.50948352e-03  -3.52635623e-05   6.89993946e-08
 6119      24283.43643      24763.57407   3.50941492e-03  -3.54682139e-05   2.45842242e-06
 6120      24283.52482      24763.52179   3.50990503e-03  -3.47312545e-05  -1.80170003e-06
 6121      24283.56393      24763.54898   3.50910542e-03  -3.57772559e-05  -1.45717875e-07
 6122      24283.40131      24763.57529   3.50986950e-03  -3.49788301e-05   2.90667029e-06
 6123      24283.32865      24763.54448   3.50948807e-03  -3.53120241e-05  -1.86815521e-07
 6124      24283.53757      24763.53695   3.50954924e-03  -3.52563403e-05  -8.97061806e-07
 6125      24283.47041      24763.54988   3.50955463e-03  -3.49934425e-05   9.08565898e-07
 6126      24283.42628      24763.56785   3.50961469e-03  -3.52402417e-05   2.02588012e-06
 6127      24283.46277      24763.58304   3.50898721e-03  -3.59434248e-05   2.98460425e-06
 6128      24283.34324      24763.54501   3.50976062e-03  -3.50432508e-05   9.67421381e-09
 6129      24283.54565      24763.55222   3.50883619e-03  -3.59261160e-05   2.70934683e-07
 6130      24283.53670      24763.54752   3.50909257e-03  -3.56827825e-05  -6.48837425e-08
 6131      24283.47070      24763.56389   3.50931022e-03  -3.54462535e-05   1.67980401e-06
 6132      24283.51831      24763.56071   3.50871287e-03  -3.60192468e-05   1.08985107e-06
 6133      24283.40896      24763.58017   3.50963464e-03  -3.51909643e-05   3.29798671e-06
 6134      24283.47162      24763.56581   3.50940023e-03  -3.54819149e-05   1.64775566e-06
 6135      24283.53005      24763.53783   3.50969247e-03  -3.52094311e-05  -9.37600635e-07
 6136      24283.51033      24763.56028   3.50937954e-03  -3.54200153e-05   1.28020892e-06
 6137      24283.44876      24763.56040   3.50977245e-03  -3.50947735e-05   1.36910233e-06
 6138      24283.52000      24763.54611   3.50942201e-03  -3.53665207e-05  -4.30368517e-08
 6139      24283.49459      24763.55818   3.50912298e-03  -3.56584668e-05   9.71930955e-07
 6140      24283.50453      24763.56978   3.50890678e-03  -3.59933584e-05   1.71609871e-06
 6141      24283.48980      24763.55991   3.50938949e-03  -3.54654983e-05   1.13171368e-06
 6142      24283.48265      24763.56488   3.50899442e-03  -3.57588870e-05   1.60426172e-06
 6143      24283.52095      24763.55783   3.50885885e-03  -3.59384223e-05   7.54064381e-07
 6144      24283.49698      24763.55493   3.50932766e-03  -3.54141886e-05   8.55720211e-07
 6145      24283.40152      24763.58012   3.50976363e-03  -3.50941671e-05   3.29627650e-06
 6146      24283.52668      24763.54915   3.50933464e-03  -3.53719621e-05   3.74866781e-07
 6147      24283.54602      24763.55588   3.50883608e-03  -3.60461091e-05   3.68310056e-07
 6148      24283.45385      24763.56671   3.50955936e-03  -3.52659479e-05   1.94684024e-06
 6149      24283.51869      24763.54686   3.50938792e-03  -3.53880216e-05   3.60633767e-08
 6150      24283.46488      24763.55484   3.50962626e-03  -3.50699097e-05   1.11515663e-06
 6151      24283.47932      24763.56343   3.50926317e-03  -3.55562634e-05   1.47487640e-06
 6152      24283.45438      24763.56725   3.50929470e-03  -3.54872780e-05   1.94387961e-06
 6153      24283.53335      24763.55042   3.50908576e-03  -3.57406530e-05   1.01536541e-07
 6154      24283.53129      24763.55033   3.50906177e-03  -3.57468013e-05   1.16987012e-07
 6155      24283.48606      24763.58230   3.50866075e-03  -3.62234924e-05   2.82737848e-06
 6156      24283.46362      24763.54632   3.50995108e-03  -3.47887327e-05   3.78198809e-07
 6157      24283.49499      24763.55950   3.50942843e-03  -3.53354057e-05   1.30903148e-06
 6158      24283.46986      24763.57270   3.50916541e-03  -3.57914404e-05   2.02626349e-06
 6159      24283.39872      24763.58086   3.50960436e-03  -3.50891256e-05   3.62843447e-06
 6160      24283.42049      24763.55371   3.50954819e-03  -3.53005018e-05   6.31494159e-07
 6161      24283.45676      24763.56562   3.50947308e-03  -3.53731715e-05   1.74675797e-06
 6162      24283.45125      24763.56502   3.50937976e-03  -3.52935182e-05   2.00845030e-06
 6163      24283.49115      24763.56300   3.50907121e-03  -3.56706176e-05   1.49070612e-06
 6164      24283.62203      24763.52483   3.50882610e-03  -3.59470495e-05  -2.41111439e-06
 6165      24283.54702      24763.55923   3.50852417e-03  -3.62926931e-05   6.59169056e-07
 6166      24283.53803      24763.56095   3.50888870e-03  -3.61151207e-05   6.29829850e-07
 6167      24283.45992      24763.56260   3.50951243e-03  -3.52916727e-05   1.56856643e-06
 6168      24283.49708      24763.55963   3.50943255e-03  -3.53393673e-05   1.30689903e-06
 6169      24283.40588      24763.54258   3.50963745e-03  -3.50558095e-05  -5.85706389e-08
 6170      24283.53351      24763.55021   3.50926460e-03  -3.54851669e-05   3.45118693e-07
 6171      24283.50817      24763.54465   3.50960652e-03  -3.51695859e-05  -5.32433140e-08
 6172      24283.41017      24763.57724   3.50952745e-03  -3.51427693e-05   3.28611925e-06
 6173      24283.45957      24763.57197   3.50928036e-03  -3.56334966e-05   2.11373003e-06
 6174      24283.48127      24763.56298   3.50919548e-03  -3.55371117e-05   1.57872981e-06
 6175      24283.43389      24763.57376   3.50939151e-03  -3.53635797e-05   2.68855500e-06
 6176      24283.42389      24763.56766   3.50964870e-03  -3.50628277e-05   2.33855431e-06
 6177      24283.50830      24763.56339   3.50922915e-03  -3.57200059e-05   1.17618604e-06
 6178      24283.49920      24763.55588   3.50929420e-03  -3.55033843e-05   8.08941935e-07
 6179      24283.44831      24763.53696   3.51028825e-03  -3.43191782e-05  -5.05597668e-08
 6180      24283.47279      24763.56191   3.50939305e-03  -3.53930771e-05   1.47276434e-06
 6181      24283.49828      24763.56958   3.50892793e-03  -3.60116788e-05   1.62243315e-06
 6182      24283.50922      24763.55845   3.50930408e-03  -3.55823059e-05   8.74691198e-07
 6183      24283.44615      24763.55044   3.51012844e-03  -3.46613715e-05   7.68980044e-07
 6184      24283.46837      24763.55916   3.50952189e-03  -3.53098823e-05   1.18416162e-06
 6185      24283.54073      24763.55867   3.50868399e-03  -3.62241936e-05   4.97352373e-07
 6186      24283.47931      24763.56391   3.50925519e-03  -3.56025772e-05   1.43526054e-06
 6187      24283.48907      24763.55363   3.50951932e-03  -3.52902937e-05   6.91112352e-07
 6188      24283.45300      24763.55326   3.50970088e-03  -3.49215305e-05   1.16159239e-06
 6189      24283.46767      24763.54292   3.50991367e-03  -3.47009391e-05   2.96826661e-07
 6190      24283.48088      24763.54491   3.51000168e-03  -3.48273031e-05   8.16659642e-08
 6191      24283.52257      24763.55676   3.50899518e-03  -3.58924191e-05   5.31466026e-07
 6192      24283.49644      24763.54914   3.50956713e-03  -3.51700097e-05   4.40100109e-07
 6193      24283.51423      24763.55708   3.50920370e-03  -3.56164810e-05   8.26109411e-07
 6194      24283.44117      24763.55505   3.50996886e-03  -3.47657513e-05   1.24630052e-06
 6195      24283.43039      24763.56464   3.50978850e-03  -3.49471121e-05   2.06789877e-06
 6196      24283.44342      24763.57280   3.50927103e-03  -3.54858085e-05   2.52425635e-06
 6197      24283.45144      24763.55422   3.50977451e-03  -3.49714179e-05   1.03044863e-06
 6198      24283.38021      24763.56800   3.51002648e-03  -3.46195788e-05   2.72407135e-06
 6199      24283.49390      24763.54962   3.50937629e-03  -3.53470421e-05   4.08019744e-07
 6200      24283.56202      24763.56350   3.50860986e-03  -3.62884080e-05   9.46595070e-07
 6201      24283.47224      24763.57085   3.50908085e-03  -3.57705318e-05   2.02553309e-06
 6202      24283.42847      24763.56868   3.50963638e-03  -3.51729277e-05   2.21938000e-06
 6203      24283.48569      24763.54002   3.50996691e-03  -3.47374602e-05  -1.43288644e-07
 6204      24283.51643      24763.55139   3.50923379e-03  -3.56177450e-05   2.24468181e-07
 6205      24283.53732      24763.55036   3.50887841e-03  -3.58774018e-05   1.29526619e-07
 6206      24283.51899      24763.54387   3.50950081e-03  -3.52960655e-05  -2.31429598e-07
 6207      24283.48269      24763.55452   3.50963632e-03  -3.52467071e-05   6.85786420e-07
 6208      24283.49840      24763.54345   3.50967165e-03  -3.50415190e-05   1.63088746e-09
 6209      24283.51414      24763.55033   3.50928705e-03  -3.54441591e-05   4.08650712e-07
 6210      24283.42037      24763.54316   3.50962913e-03  -3.50784980e-05  -3.76113070e-08
 6211      24283.58133      24763.54405   3.50902169e-03  -3.58068271e-05  -5.52679322e-07
 6212      24283.45330      24763.56893   3.50928722e-03  -3.54791809e-05   2.13907685e-06
 6213      24283.46044      24763.54808   3.50994505e-03  -3.48553987e-05   4.15582814e-07
 6214      24283.47840      24763.55451   3.50947536e-03  -3.51479270e-05   1.15398279e-06
 6215      24283.53450      24763.54942   3.50905850e-03  -3.57840498e-05  -4.45186938e-08
 6216      24283.45388      24763.56495   3.50942587e-03  -3.53547276e-05   1.79624208e-06
 6217      24283.45220      24763.56866   3.50929284e-03  -3.54545030e-05   2.15693813e-06
 6218      24283.58030      24763.54688   3.50881371e-03  -3.61152637e-05  -6.11318984e-07
 6219      24283.42600      24763.56732   3.50978252e-03  -3.50029950e-05   2.21998138e-06
 6220      24283.45958      24763.55139   3.50994755e-03  -3.48176075e-05   8.11129213e-07
 6221      24283.53626      24763.54179   3.50942799e-03  -3.53230448e-05  -3.75888157e-07
 6222      24283.49511      24763.55320   3.50969647e-03  -3.50834305e-05   8.13295821e-07
 6223      24283.46904      24763.56072   3.50952608e-03  -3.52719584e-05   1.40871324e-06
 6224      24283.55915      24763.54096   3.50925704e-03  -3.56004945e-05  -7.83179324e-07
 6225      24283.45035      24763.56643   3.50948102e-03  -3.53176253e-05   1.93232791e-06
 6226      24283.45509      24763.56347   3.50951242e-03  -3.51751678e-05   1.90130565e-06
 6227      24283.51239      24763.54328   3.50975012e-03  -3.50888040e-05  -2.37475148e-07
 6228      24283.44604      24763.55393   3.50986087e-03  -3.48067859e-05   1.21983037e-06
 6229      24283.41949      24763.56680   3.50983370e-03  -3.49562076e-05   2.18841930e-06
 6230      24283.47133      24763.56229   3.50934309e-03  -3.54206122e-05   1.52883745e-06
 6231      24283.51041      24763.56343   3.50885049e-03  -3.60120685e-05   1.15182271e-06
 6232      24283.43354      24763.56476   3.50974422e-03  -3.49728308e-05   2.09525805e-06
 6233      24283.46740      24763.57330   3.50903879e-03  -3.58208293e-05   2.22316976e-06
 6234      24283.45507      24763.57676   3.50899185e-03  -3.57367959e-05   2.81032538e-06
 6235      24283.48664      24763.54960   3.50959218e-03  -3.51201054e-05   5.51180550e-07
 6236      24283.52459      24763.53822   3.50963579e-03  -3.51494333e-05  -6.80074168e-07
 6237      24283.53268      24763.57515   3.50833085e-03  -3.66116466e-05   1.82435210e-06
 6238      24283.46909      24763.57250   3.50916363e-03  -3.57682424e-05   2.05990291e-06
 6239      24283.50390      24763.54825   3.50965494e-03  -3.52491541e-05   4.79407120e-08
 6240      24283.52077      24763.55402   3.50909109e-03  -3.57369808e-05   4.47439174e-07
 6241      24283.52211      24763.54435   3.50932235e-03  -3.54664613e-05  -2.68188460e-07
 6242      24283.53599      24763.56882   3.50844795e-03  -3.63856072e-05   1.50520107e-06
 6243      24283.42574      24763.57219   3.50943754e-03  -3.52136431e-05   2.78521778e-06
 6244      24283.48612      24763.55150   3.50959877e-03  -3.51543504e-05   6.50979153e-07
 6245      24283.46561      24763.54589   3.51012365e-03  -3.46356383e-05   3.92833058e-07
 6246      24283.42549      24763.55931   3.50989401e-03  -3.47638912e-05   1.77725379e-06
 6247      24283.45486      24763.56277   3.50961499e-03  -3.52411997e-05   1.53198600e-06
 6248      24283.44312      24763.56431   3.50951170e-03  -3.52415580e-05   1.84112921e-06
 6249      24283.48283      24763.54435   3.50964001e-03  -3.49509547e-05   3.30651121e-07
 6250      24283.49174      24763.56479   3.50916352e-03  -3.57619966e-05   1.32443307e-06
 6251      24283.50904      24763.56592   3.50892356e-03  -3.60036298e-05   1.29405834e-06
 6252      24283.51415      24763.55469   3.50923154e-03  -3.55832794e-05   6.19798785e-07
 6253      24283.46165      24763.55969   3.50969727e-03  -3.51077134e-05   1.39075450e-06
 6254      24283.47764      24763.53878   3.51015959e-03  -3.45798449e-05  -2.31222545e-07
 6255      24283.46340      24763.56909   3.50913927e-03  -3.55978639e-05   2.13400853e-06
 6256      24283.47863      24763.55212   3.50945286e-03  -3.52068733e-05   8.28747661e-07
 6257      24283.54697      24763.56636   3.50840823e-03  -3.64862034e-05   1.11624649e-06
 6258      24283.54765      24763.56078   3.50887707e-03  -3.59187313e-05   1.05339799e-06
 6259      24283.45434      24763.57263   3.50906775e-03  -3.56823095e-05   2.40785632e-06
 6260      24283.47635      24763.55741   3.50953671e-03  -3.52800013e-05   1.05545517e-06
 6261      24283.49011      24763.56096   3.50936012e-03  -3.54346438e-05   1.34556029e-06
 6262      24283.48514      24763.57059   3.50901196e-03  -3.59103976e-05   1.80703785e-06
 6263      24283.48593      24763.55282   3.50958517e-03  -3.52661297e-05   5.61375431e-07
 6264      24283.51128      24763.53778   3.50974832e-03  -3.49741785e-05  -5.24427990e-07
 6265      24283.47502      24763.55405   3.50954352e-03  -3.51306699e-05   1.03865962e-06
 6266      24283.53148      24763.55995   3.50874756e-03  -3.61117170e-05   7.64507925e-07
 6267      24283.54757      24763.55412   3.50880668e-03  -3.61141143e-05   9.94578269e-08
 6268      24283.44111      24763.55115   3.51011142e-03  -3.46309029e-05   9.29388401e-07
 6269      24283.55743      24763.53962   3.50951785e-03  -3.53299405e-05  -7.45537280e-07
 6270      24283.45499      24763.57354   3.50938498e-03  -3.56156494e-05   2.13868245e-06
 6271      24283.60295      24763.54409   3.50864649e-03  -3.62719953e-05  -9.54828522e-07
 6272      24283.43620      24763.54167   3.51008852e-03  -3.46486564e-05   1.46568676e-08
 6273      24283.51571      24763.56506   3.50879443e-03  -3.60397792e-05   1.33702570e-06
