polar and equatorial radii for Uranus's 1-bar isobaric surface. models are described in Mankovich et al. 2026, PSJ.
the models summarized in this file assume the composite asymmetric wind profile from Sromovsky et al. (2015, Icarus 258) Section 4.5 and Table 6.
the distribution of models in this file comes from Markov chain Monte Carlo fits to the pair of Voyager 2 radio occultations reported in Lindal et al. 1987.
index   r_pol_north_km   r_pol_south_km          r_eq_km              lnp
15411        24969.125        24963.751        25556.690       -1.728e-02
15412        24964.906        24959.534        25552.178       -9.853e-01
15413        24970.880        24965.503        25558.565       -9.350e-02
15414        24969.308        24963.932        25556.884       -1.212e-02
15415        24969.125        24963.751        25556.690       -1.728e-02
15416        24966.835        24961.462        25554.241       -3.409e-01
15417        24970.880        24965.503        25558.565       -9.350e-02
15418        24970.409        24965.033        25558.062       -4.547e-02
15419        24969.186        24963.810        25556.753       -1.526e-02
15420        24967.278        24961.904        25554.715       -2.408e-01
15421        24970.136        24964.760        25557.770       -2.690e-02
15422        24969.855        24964.479        25557.470       -1.486e-02
15423        24968.775        24963.401        25556.316       -3.570e-02
15424        24968.456        24963.081        25555.973       -6.234e-02
15425        24970.603        24965.227        25558.270       -6.288e-02
15426        24969.007        24963.631        25556.562       -2.231e-02
15427        24969.126        24963.751        25556.689       -1.729e-02
15428        24968.350        24962.975        25555.860       -7.324e-02
15429        24970.603        24965.227        25558.270       -6.288e-02
15430        24968.003        24962.628        25555.490       -1.160e-01
15431        24969.168        24963.792        25556.734       -1.583e-02
15432        24968.544        24963.169        25556.068       -5.407e-02
15433        24972.388        24967.010        25560.177       -3.838e-01
15434        24967.380        24962.006        25554.823       -2.205e-01
15435        24968.829        24963.454        25556.372       -3.218e-02
15436        24968.297        24962.923        25555.804       -7.901e-02
15437        24973.233        24967.855        25561.081       -6.374e-01
15438        24965.864        24960.491        25553.203       -6.226e-01
15439        24968.791        24963.416        25556.332       -3.468e-02
15440        24969.187        24963.811        25556.755       -1.522e-02
15441        24971.447        24966.069        25559.171       -1.782e-01
15442        24965.634        24960.261        25552.957       -7.020e-01
15443        24970.447        24965.071        25558.103       -4.863e-02
15444        24969.213        24963.838        25556.782       -1.445e-02
15445        24971.441        24966.064        25559.165       -1.773e-01
15446        24965.634        24960.261        25552.957       -7.020e-01
15447        24971.585        24966.207        25559.318       -2.033e-01
15448        24969.379        24964.003        25556.960       -1.093e-02
15449        24971.097        24965.720        25558.797       -1.226e-01
15450        24965.183        24959.810        25552.474       -8.719e-01
15451        24971.445        24966.068        25559.169       -1.779e-01
15452        24970.151        24964.775        25557.786       -2.773e-02
15453        24969.370        24963.994        25556.951       -1.106e-02
15454        24964.215        24958.844        25551.440       -1.299e+00
15455        24971.056        24965.680        25558.753       -1.167e-01
15456        24969.332        24963.959        25556.910       -1.166e-02
15457        24969.370        24963.994        25556.951       -1.106e-02
15458        24963.819        24958.449        25551.017       -1.498e+00
15459        24969.490        24964.114        25557.079       -9.994e-03
15460        24969.338        24963.963        25556.917       -1.156e-02
15461        24969.358        24963.982        25556.938       -1.124e-02
15462        24963.819        24958.449        25551.017       -1.498e+00
15463        24969.490        24964.114        25557.079       -9.994e-03
15464        24969.338        24963.963        25556.917       -1.156e-02
15465        24969.346        24963.970        25556.925       -1.143e-02
15466        24963.819        24958.449        25551.017       -1.498e+00
15467        24969.447        24964.072        25557.033       -1.022e-02
15468        24967.727        24962.353        25555.194       -1.579e-01
15469        24969.346        24963.970        25556.925       -1.143e-02
15470        24963.819        24958.449        25551.017       -1.498e+00
15471        24969.463        24964.087        25557.050       -1.012e-02
15472        24968.002        24962.627        25555.488       -1.162e-01
15473        24966.644        24961.272        25554.037       -3.893e-01
15474        24963.819        24958.449        25551.017       -1.498e+00
15475        24971.160        24965.783        25558.865       -1.318e-01
15476        24969.435        24964.059        25557.020       -1.032e-02
15477        24968.372        24962.997        25555.884       -7.088e-02
15478        24965.035        24959.663        25552.317       -9.313e-01
15479        24970.623        24965.246        25558.290       -6.480e-02
15480        24969.809        24964.433        25557.420       -1.356e-02
15481        24967.573        24962.199        25555.029       -1.844e-01
15482        24962.991        24957.621        25550.132       -1.961e+00
15483        24970.870        24965.494        25558.555       -9.240e-02
15484        24966.590        24961.217        25553.979       -4.040e-01
15485        24968.702        24963.328        25556.237       -4.099e-02
15486        24963.164        24957.794        25550.316       -1.859e+00
15487        24973.054        24967.676        25560.889       -5.782e-01
15488        24966.594        24961.221        25553.984       -4.027e-01
15489        24970.873        24965.497        25558.557       -9.266e-02
15490        24963.164        24957.794        25550.316       -1.859e+00
15491        24973.870        24968.490        25561.761       -8.713e-01
15492        24968.009        24962.634        25555.496       -1.152e-01
15493        24968.640        24963.266        25556.171       -4.584e-02
15494        24963.164        24957.794        25550.316       -1.859e+00
15495        24973.870        24968.490        25561.761       -8.713e-01
15496        24969.528        24964.153        25557.120       -9.931e-03
15497        24967.895        24962.521        25555.374       -1.316e-01
15498        24967.710        24962.336        25555.177       -1.606e-01
15499        24973.712        24968.333        25561.593       -8.100e-01
15500        24970.432        24965.055        25558.086       -4.733e-02
15501        24969.592        24964.217        25557.189       -1.013e-02
15502        24966.829        24961.456        25554.235       -3.423e-01
15503        24972.065        24966.687        25559.832       -3.041e-01
15504        24969.493        24964.117        25557.082       -9.984e-03
15505        24971.606        24966.229        25559.341       -2.074e-01
15506        24967.038        24961.665        25554.458       -2.928e-01
15507        24972.065        24966.687        25559.832       -3.041e-01
15508        24969.109        24963.734        25556.671       -1.792e-02
15509        24971.342        24965.965        25559.059       -1.605e-01
15510        24966.768        24961.395        25554.169       -3.576e-01
15511        24972.065        24966.687        25559.832       -3.041e-01
15512        24970.487        24965.111        25558.145       -5.202e-02
15513        24970.358        24964.981        25558.006       -4.144e-02
15514        24966.187        24960.815        25553.548       -5.194e-01
15515        24972.065        24966.687        25559.832       -3.041e-01
15516        24970.326        24964.950        25557.973       -3.912e-02
15517        24969.994        24964.618        25557.618       -1.992e-02
15518        24966.959        24961.585        25554.373       -3.112e-01
15519        24970.652        24965.274        25558.321       -6.768e-02
15520        24970.270        24964.894        25557.913       -3.514e-02
15521        24970.232        24964.856        25557.872       -3.265e-02
15522        24964.416        24959.045        25551.655       -1.203e+00
15523        24970.496        24965.120        25558.155       -5.284e-02
15524        24970.171        24964.796        25557.808       -2.894e-02
15525        24971.514        24966.136        25559.242       -1.902e-01
15526        24964.416        24959.045        25551.655       -1.203e+00
15527        24970.533        24965.157        25558.194       -5.618e-02
15528        24969.856        24964.481        25557.471       -1.489e-02
15529        24971.514        24966.136        25559.242       -1.902e-01
15530        24966.742        24961.368        25554.141       -3.642e-01
15531        24970.831        24965.454        25558.512       -8.756e-02
15532        24970.003        24964.628        25557.628       -2.030e-02
15533        24971.415        24966.037        25559.137       -1.727e-01
15534        24968.111        24962.737        25555.605       -1.015e-01
15535        24971.031        24965.654        25558.726       -1.133e-01
15536        24969.482        24964.108        25557.071       -1.002e-02
15537        24971.547        24966.170        25559.278       -1.964e-01
15538        24968.747        24963.373        25556.285       -3.768e-02
15539        24971.024        24965.647        25558.719       -1.123e-01
15540        24968.942        24963.567        25556.493       -2.558e-02
15541        24970.543        24965.167        25558.205       -5.712e-02
15542        24967.817        24962.442        25555.290       -1.435e-01
15543        24970.000        24964.624        25557.625       -2.017e-02
15544        24969.266        24963.891        25556.839       -1.304e-02
15545        24971.597        24966.220        25559.332       -2.057e-01
15546        24965.697        24960.325        25553.025       -6.798e-01
15547        24970.087        24964.711        25557.717       -2.426e-02
15548        24970.829        24965.452        25558.510       -8.735e-02
15549        24971.693        24966.316        25559.434       -2.242e-01
15550        24965.697        24960.325        25553.025       -6.798e-01
15551        24969.469        24964.093        25557.057       -1.008e-02
15552        24970.017        24964.642        25557.643       -2.093e-02
15553        24971.671        24966.293        25559.411       -2.199e-01
15554        24966.619        24961.246        25554.010       -3.962e-01
15555        24969.727        24964.352        25557.333       -1.176e-02
15556        24970.241        24964.865        25557.882       -3.325e-02
15557        24971.671        24966.293        25559.411       -2.199e-01
15558        24966.619        24961.246        25554.010       -3.962e-01
15559        24972.552        24967.174        25560.352       -4.279e-01
15560        24972.159        24966.781        25559.932       -3.263e-01
15561        24971.797        24966.419        25559.545       -2.453e-01
15562        24966.619        24961.246        25554.010       -3.962e-01
15563        24972.552        24967.174        25560.352       -4.279e-01
15564        24971.999        24966.621        25559.761       -2.891e-01
15565        24972.265        24966.888        25560.046       -3.525e-01
15566        24966.619        24961.246        25554.010       -3.962e-01
15567        24972.770        24967.392        25560.586       -4.904e-01
15568        24972.260        24966.882        25560.040       -3.511e-01
15569        24972.270        24966.892        25560.051       -3.536e-01
15570        24966.619        24961.246        25554.010       -3.962e-01
15571        24972.596        24967.218        25560.399       -4.401e-01
15572        24971.557        24966.180        25559.289       -1.981e-01
15573        24972.270        24966.892        25560.051       -3.536e-01
15574        24965.342        24959.970        25552.645       -8.096e-01
15575        24972.930        24967.551        25560.756       -5.388e-01
15576        24971.665        24966.288        25559.404       -2.187e-01
15577        24971.968        24966.591        25559.728       -2.821e-01
15578        24965.342        24959.970        25552.645       -8.096e-01
15579        24972.650        24967.272        25560.457       -4.554e-01
15580        24971.202        24965.825        25558.909       -1.380e-01
15581        24971.968        24966.591        25559.728       -2.821e-01
15582        24964.143        24958.772        25551.363       -1.334e+00
15583        24972.650        24967.272        25560.457       -4.554e-01
15584        24970.123        24964.747        25557.756       -2.619e-02
15585        24971.360        24965.983        25559.078       -1.635e-01
15586        24967.253        24961.879        25554.687       -2.461e-01
15587        24971.459        24966.082        25559.184       -1.804e-01
15588        24972.663        24967.285        25560.472       -4.593e-01
15589        24971.176        24965.798        25558.881       -1.341e-01
15590        24965.511        24960.139        25552.826       -7.464e-01
15591        24971.459        24966.082        25559.184       -1.804e-01
15592        24973.023        24967.644        25560.856       -5.682e-01
15593        24971.176        24965.798        25558.881       -1.341e-01
15594        24965.606        24960.234        25552.927       -7.121e-01
15595        24970.913        24965.536        25558.600       -9.768e-02
15596        24973.023        24967.644        25560.856       -5.682e-01
15597        24973.070        24967.691        25560.906       -5.832e-01
15598        24966.155        24960.782        25553.514       -5.293e-01
15599        24970.913        24965.536        25558.600       -9.768e-02
15600        24972.985        24967.606        25560.815       -5.560e-01
15601        24973.102        24967.724        25560.941       -5.938e-01
15602        24969.516        24964.140        25557.107       -9.937e-03
15603        24971.719        24966.341        25559.462       -2.293e-01
15604        24972.944        24967.566        25560.772       -5.433e-01
15605        24973.224        24967.845        25561.071       -6.342e-01
15606        24967.826        24962.451        25555.300       -1.421e-01
15607        24971.599        24966.221        25559.333       -2.060e-01
15608        24972.879        24967.501        25560.703       -5.233e-01
15609        24973.362        24967.983        25561.218       -6.817e-01
15610        24969.948        24964.572        25557.569       -1.804e-02
15611        24971.599        24966.221        25559.333       -2.060e-01
15612        24973.767        24968.387        25561.651       -8.309e-01
15613        24973.819        24968.440        25561.707       -8.514e-01
15614        24969.396        24964.021        25556.979       -1.071e-02
15615        24970.933        24965.556        25558.621       -1.002e-01
15616        24972.886        24967.507        25560.710       -5.254e-01
15617        24973.850        24968.471        25561.740       -8.636e-01
15618        24968.699        24963.324        25556.234       -4.122e-02
15619        24971.287        24965.910        25559.000       -1.514e-01
15620        24972.510        24967.132        25560.307       -4.163e-01
15621        24973.850        24968.471        25561.740       -8.636e-01
15622        24963.550        24958.179        25550.730       -1.641e+00
15623        24971.651        24966.273        25559.389       -2.160e-01
15624        24971.496        24966.119        25559.224       -1.870e-01
15625        24973.902        24968.523        25561.796       -8.842e-01
15626        24963.550        24958.179        25550.730       -1.641e+00
15627        24972.073        24966.695        25559.840       -3.060e-01
15628        24971.496        24966.119        25559.224       -1.870e-01
15629        24973.119        24967.740        25560.958       -5.992e-01
15630        24964.205        24958.834        25551.429       -1.304e+00
15631        24971.014        24965.637        25558.708       -1.109e-01
15632        24972.032        24966.654        25559.797       -2.966e-01
15633        24973.119        24967.740        25560.958       -5.992e-01
15634        24964.205        24958.834        25551.429       -1.304e+00
15635        24970.853        24965.477        25558.536       -9.028e-02
15636        24971.833        24966.456        25559.584       -2.529e-01
15637        24973.248        24967.869        25561.097       -6.425e-01
15638        24964.205        24958.834        25551.429       -1.304e+00
15639        24970.951        24965.574        25558.641       -1.026e-01
15640        24972.122        24966.744        25559.893       -3.175e-01
15641        24970.626        24965.249        25558.293       -6.510e-02
15642        24964.205        24958.834        25551.429       -1.304e+00
15643        24969.437        24964.062        25557.022       -1.030e-02
15644        24972.122        24966.744        25559.893       -3.175e-01
15645        24969.729        24964.353        25557.334       -1.179e-02
15646        24964.205        24958.834        25551.429       -1.304e+00
15647        24969.496        24964.121        25557.086       -9.974e-03
15648        24973.063        24967.686        25560.899       -5.811e-01
15649        24969.627        24964.251        25557.225       -1.038e-02
15650        24964.858        24959.487        25552.128       -1.005e+00
15651        24969.496        24964.121        25557.086       -9.974e-03
15652        24973.063        24967.686        25560.899       -5.811e-01
15653        24969.714        24964.339        25557.319       -1.154e-02
15654        24963.867        24958.496        25551.068       -1.473e+00
15655        24969.416        24964.041        25557.000       -1.049e-02
15656        24973.063        24967.686        25560.899       -5.811e-01
15657        24970.124        24964.748        25557.757       -2.620e-02
15658        24963.871        24958.500        25551.072       -1.471e+00
15659        24966.040        24960.668        25553.391       -5.652e-01
15660        24973.032        24967.653        25560.864       -5.707e-01
15661        24971.409        24966.031        25559.130       -1.716e-01
15662        24967.046        24961.671        25554.465       -2.912e-01
15663        24966.600        24961.227        25553.990       -4.012e-01
15664        24974.609        24969.230        25562.552       -1.190e+00
15665        24970.909        24965.532        25558.596       -9.717e-02
15666        24968.283        24962.908        25555.788       -8.066e-02
15667        24965.420        24960.048        25552.728       -7.804e-01
15668        24974.609        24969.230        25562.552       -1.190e+00
15669        24971.597        24966.220        25559.332       -2.057e-01
15670        24968.283        24962.908        25555.788       -8.066e-02
15671        24966.729        24961.356        25554.127       -3.675e-01
15672        24975.187        24969.806        25563.169       -1.473e+00
15673        24971.903        24966.526        25559.659       -2.678e-01
15674        24967.527        24962.153        25554.980       -1.926e-01
15675        24966.394        24961.021        25553.769       -4.582e-01
15676        24975.187        24969.806        25563.169       -1.473e+00
15677        24971.903        24966.526        25559.659       -2.678e-01
15678        24967.773        24962.399        25555.244       -1.504e-01
15679        24967.824        24962.450        25555.298       -1.424e-01
15680        24972.862        24967.485        25560.685       -5.181e-01
15681        24971.903        24966.526        25559.659       -2.678e-01
15682        24967.250        24961.877        25554.685       -2.467e-01
15683        24967.825        24962.451        25555.299       -1.422e-01
15684        24973.312        24967.934        25561.165       -6.644e-01
15685        24971.901        24966.523        25559.656       -2.673e-01
15686        24967.250        24961.877        25554.685       -2.467e-01
15687        24969.393        24964.017        25556.975       -1.075e-02
15688        24971.588        24966.210        25559.321       -2.039e-01
15689        24971.390        24966.013        25559.110       -1.685e-01
15690        24967.098        24961.724        25554.522       -2.795e-01
15691        24968.677        24963.301        25556.209       -4.296e-02
15692        24972.515        24967.136        25560.313       -4.177e-01
15693        24971.727        24966.349        25559.470       -2.309e-01
15694        24967.232        24961.859        25554.666       -2.504e-01
15695        24967.496        24962.122        25554.947       -1.983e-01
15696        24972.426        24967.049        25560.219       -3.940e-01
15697        24971.524        24966.147        25559.253       -1.920e-01
15698        24965.961        24960.588        25553.306       -5.908e-01
15699        24967.605        24962.231        25555.064       -1.787e-01
15700        24970.670        24965.294        25558.340       -6.960e-02
15701        24969.059        24963.684        25556.619       -1.992e-02
15702        24965.961        24960.588        25553.306       -5.908e-01
15703        24968.817        24963.445        25556.360       -3.294e-02
15704        24970.775        24965.399        25558.453       -8.108e-02
15705        24969.079        24963.704        25556.640       -1.909e-02
15706        24962.716        24957.346        25549.838       -2.129e+00
15707        24968.357        24962.982        25555.868       -7.248e-02
15708        24970.549        24965.173        25558.212       -5.768e-02
15709        24967.985        24962.611        25555.470       -1.185e-01
15710        24962.716        24957.346        25549.838       -2.129e+00
15711        24972.678        24967.299        25560.487       -4.634e-01
15712        24970.454        24965.078        25558.110       -4.922e-02
15713        24970.200        24964.825        25557.839       -3.065e-02
15714        24966.227        24960.855        25553.591       -5.072e-01
15715        24972.444        24967.065        25560.237       -3.985e-01
15716        24971.773        24966.396        25559.519       -2.403e-01
15717        24970.345        24964.969        25557.993       -4.052e-02
15718        24966.315        24960.941        25553.684       -4.815e-01
15719        24973.006        24967.627        25560.838       -5.627e-01
15720        24975.249        24969.869        25563.236       -1.506e+00
15721        24971.056        24965.678        25558.753       -1.167e-01
15722        24966.315        24960.941        25553.684       -4.815e-01
15723        24971.363        24965.985        25559.081       -1.638e-01
15724        24970.789        24965.412        25558.468       -8.271e-02
15725        24971.079        24965.702        25558.777       -1.199e-01
15726        24966.315        24960.941        25553.684       -4.815e-01
15727        24971.480        24966.102        25559.206       -1.841e-01
15728        24970.719        24965.342        25558.393       -7.483e-02
15729        24971.010        24965.633        25558.704       -1.104e-01
15730        24966.596        24961.223        25553.985       -4.023e-01
15731        24972.490        24967.112        25560.287       -4.110e-01
15732        24970.365        24964.989        25558.015       -4.205e-02
15733        24969.569        24964.194        25557.164       -1.002e-02
15734        24968.173        24962.797        25555.670       -9.377e-02
15735        24972.490        24967.112        25560.287       -4.110e-01
15736        24968.822        24963.446        25556.364       -3.267e-02
15737        24970.739        24965.362        25558.414       -7.700e-02
15738        24967.754        24962.379        25555.223       -1.536e-01
15739        24972.078        24966.700        25559.846       -3.072e-01
15740        24969.389        24964.013        25556.971       -1.080e-02
15741        24971.586        24966.209        25559.320       -2.036e-01
15742        24967.253        24961.880        25554.688       -2.461e-01
15743        24972.078        24966.700        25559.846       -3.072e-01
15744        24969.654        24964.278        25557.254       -1.066e-02
15745        24970.524        24965.147        25558.184       -5.532e-02
15746        24967.304        24961.930        25554.742       -2.356e-01
15747        24973.028        24967.650        25560.861       -5.698e-01
15748        24969.126        24963.750        25556.690       -1.727e-02
15749        24970.475        24965.099        25558.132       -5.097e-02
15750        24967.770        24962.396        25555.241       -1.509e-01
15751        24973.028        24967.650        25560.861       -5.698e-01
15752        24969.186        24963.810        25556.753       -1.526e-02
15753        24968.795        24963.420        25556.335       -3.444e-02
15754        24967.132        24961.759        25554.558       -2.719e-01
15755        24974.682        24969.302        25562.629       -1.224e+00
15756        24970.284        24964.908        25557.928       -3.614e-02
15757        24968.795        24963.420        25556.335       -3.444e-02
15758        24966.679        24961.306        25554.074       -3.804e-01
15759        24974.682        24969.302        25562.629       -1.224e+00
15760        24969.270        24963.894        25556.843       -1.296e-02
15761        24967.849        24962.476        25555.325       -1.384e-01
15762        24966.679        24961.306        25554.074       -3.804e-01
15763        24974.648        24969.268        25562.593       -1.208e+00
15764        24969.845        24964.470        25557.459       -1.457e-02
15765        24967.592        24962.217        25555.050       -1.810e-01
15766        24966.135        24960.762        25553.493       -5.354e-01
15767        24972.982        24967.604        25560.813       -5.553e-01
15768        24972.523        24967.144        25560.321       -4.198e-01
15769        24968.140        24962.765        25555.636       -9.782e-02
15770        24966.135        24960.762        25553.493       -5.354e-01
15771        24972.763        24967.385        25560.578       -4.883e-01
15772        24972.523        24967.144        25560.321       -4.198e-01
15773        24968.973        24963.598        25556.526       -2.394e-02
15774        24965.977        24960.605        25553.324       -5.854e-01
15775        24971.289        24965.912        25559.003       -1.519e-01
15776        24973.959        24968.579        25561.856       -9.070e-01
15777        24969.068        24963.693        25556.628       -1.954e-02
15778        24967.384        24962.010        25554.827       -2.197e-01
15779        24971.289        24965.912        25559.003       -1.519e-01
15780        24978.607        24973.225        25566.827       -3.777e+00
15781        24969.068        24963.693        25556.628       -1.954e-02
15782        24972.857        24967.479        25560.679       -5.166e-01
15783        24971.973        24966.595        25559.733       -2.832e-01
15784        24977.613        24972.231        25565.763       -2.997e+00
15785        24967.583        24962.209        25555.041       -1.825e-01
15786        24968.143        24962.768        25555.639       -9.746e-02
15787        24970.814        24965.437        25558.495       -8.561e-02
15788        24977.613        24972.231        25565.763       -2.997e+00
15789        24967.583        24962.209        25555.041       -1.825e-01
15790        24969.472        24964.096        25557.060       -1.007e-02
15791        24971.177        24965.800        25558.882       -1.343e-01
15792        24977.613        24972.231        25565.763       -2.997e+00
15793        24968.083        24962.709        25555.575       -1.052e-01
15794        24968.921        24963.546        25556.471       -2.668e-02
15795        24970.622        24965.245        25558.289       -6.467e-02
15796        24977.088        24971.705        25565.202       -2.621e+00
15797        24967.478        24962.104        25554.928       -2.017e-01
15798        24968.694        24963.319        25556.228       -4.165e-02
15799        24972.110        24966.732        25559.880       -3.146e-01
15800        24974.986        24969.606        25562.955       -1.371e+00
15801        24963.278        24957.908        25550.439       -1.793e+00
15802        24970.011        24964.635        25557.636       -2.063e-02
15803        24971.801        24966.423        25559.549       -2.461e-01
15804        24974.986        24969.606        25562.955       -1.371e+00
15805        24963.278        24957.908        25550.439       -1.793e+00
15806        24969.308        24963.932        25556.884       -1.213e-02
15807        24971.801        24966.423        25559.549       -2.461e-01
15808        24974.986        24969.606        25562.955       -1.371e+00
15809        24964.469        24959.098        25551.712       -1.178e+00
15810        24967.779        24962.405        25555.250       -1.494e-01
15811        24968.566        24963.191        25556.091       -5.209e-02
15812        24972.538        24967.160        25560.338       -4.240e-01
15813        24964.469        24959.098        25551.712       -1.178e+00
15814        24967.970        24962.596        25555.455       -1.206e-01
15815        24971.047        24965.670        25558.743       -1.154e-01
15816        24972.538        24967.160        25560.338       -4.240e-01
15817        24964.469        24959.098        25551.712       -1.178e+00
15818        24969.701        24964.325        25557.304       -1.131e-02
15819        24971.823        24966.446        25559.573       -2.508e-01
15820        24972.382        24967.005        25560.171       -3.824e-01
15821        24964.469        24959.098        25551.712       -1.178e+00
15822        24969.209        24963.834        25556.779       -1.455e-02
15823        24968.527        24963.152        25556.049       -5.564e-02
15824        24976.056        24970.675        25564.099       -1.957e+00
15825        24959.600        24954.233        25546.507       -4.510e+00
15826        24968.942        24963.567        25556.493       -2.556e-02
15827        24968.127        24962.753        25555.622       -9.939e-02
15828        24975.025        24969.644        25562.996       -1.391e+00
15829        24962.320        24956.950        25549.414       -2.382e+00
15830        24969.190        24963.814        25556.758       -1.514e-02
15831        24968.443        24963.068        25555.960       -6.358e-02
15832        24975.025        24969.644        25562.996       -1.391e+00
15833        24965.137        24959.765        25552.426       -8.900e-01
15834        24969.912        24964.536        25557.531       -1.672e-02
15835        24967.942        24962.567        25555.424       -1.247e-01
15836        24975.025        24969.644        25562.996       -1.391e+00
15837        24967.173        24961.800        25554.602       -2.630e-01
15838        24966.024        24960.652        25553.374       -5.703e-01
15839        24966.928        24961.555        25554.341       -3.183e-01
15840        24971.925        24966.547        25559.682       -2.726e-01
15841        24968.280        24962.905        25555.785       -8.095e-02
15842        24965.124        24959.752        25552.412       -8.953e-01
15843        24967.315        24961.941        25554.753       -2.336e-01
15844        24971.925        24966.547        25559.682       -2.726e-01
15845        24967.837        24962.464        25555.312       -1.403e-01
15846        24965.031        24959.658        25552.312       -9.334e-01
15847        24968.291        24962.916        25555.798       -7.966e-02
15848        24970.468        24965.091        25558.125       -5.038e-02
15849        24967.673        24962.299        25555.136       -1.670e-01
15850        24965.031        24959.658        25552.312       -9.334e-01
15851        24968.399        24963.025        25555.913       -6.801e-02
15852        24971.429        24966.051        25559.152       -1.751e-01
15853        24967.651        24962.277        25555.113       -1.707e-01
15854        24965.642        24960.269        25552.965       -6.993e-01
15855        24966.984        24961.610        25554.400       -3.053e-01
15856        24971.531        24966.153        25559.261       -1.934e-01
15857        24967.651        24962.277        25555.113       -1.707e-01
15858        24965.969        24960.596        25553.315       -5.880e-01
15859        24966.984        24961.610        25554.400       -3.053e-01
15860        24969.914        24964.538        25557.532       -1.676e-02
15861        24968.264        24962.889        25555.768       -8.283e-02
15862        24965.684        24960.312        25553.011       -6.843e-01
15863        24966.469        24961.096        25553.850       -4.369e-01
15864        24969.914        24964.538        25557.532       -1.676e-02
15865        24967.258        24961.884        25554.693       -2.451e-01
15866        24965.355        24959.983        25552.659       -8.047e-01
15867        24967.153        24961.779        25554.580       -2.674e-01
15868        24967.458        24962.084        25554.907       -2.054e-01
15869        24966.688        24961.315        25554.083       -3.782e-01
15870        24963.209        24957.839        25550.364       -1.833e+00
15871        24967.153        24961.779        25554.580       -2.674e-01
15872        24968.751        24963.375        25556.289       -3.743e-02
15873        24970.049        24964.674        25557.677       -2.242e-02
15874        24963.209        24957.839        25550.364       -1.833e+00
15875        24967.191        24961.816        25554.621       -2.592e-01
15876        24972.661        24967.283        25560.469       -4.586e-01
15877        24970.049        24964.674        25557.677       -2.242e-02
15878        24966.861        24961.487        25554.268       -3.346e-01
15879        24966.726        24961.352        25554.124       -3.683e-01
15880        24974.955        24969.575        25562.922       -1.356e+00
15881        24971.601        24966.223        25559.336       -2.064e-01
15882        24966.472        24961.099        25553.853       -4.361e-01
15883        24964.365        24958.994        25551.600       -1.227e+00
15884        24974.955        24969.575        25562.922       -1.356e+00
15885        24968.970        24963.594        25556.522       -2.413e-02
15886        24965.729        24960.356        25553.059       -6.687e-01
15887        24964.365        24958.994        25551.600       -1.227e+00
15888        24974.955        24969.575        25562.922       -1.356e+00
15889        24968.859        24963.484        25556.405       -3.028e-02
15890        24965.178        24959.806        25552.470       -8.736e-01
15891        24963.823        24958.452        25551.021       -1.496e+00
15892        24974.955        24969.575        25562.922       -1.356e+00
15893        24968.859        24963.484        25556.405       -3.028e-02
15894        24965.898        24960.524        25553.239       -6.114e-01
15895        24963.823        24958.452        25551.021       -1.496e+00
15896        24975.928        24970.547        25563.962       -1.881e+00
15897        24970.359        24964.983        25558.008       -4.157e-02
15898        24963.697        24958.327        25550.887       -1.562e+00
15899        24964.518        24959.146        25551.764       -1.156e+00
15900        24976.603        24971.222        25564.683       -2.297e+00
15901        24970.145        24964.769        25557.779       -2.738e-02
15902        24963.697        24958.327        25550.887       -1.562e+00
15903        24964.986        24959.614        25552.264       -9.517e-01
15904        24974.593        24969.213        25562.535       -1.182e+00
15905        24972.784        24967.405        25560.600       -4.943e-01
15906        24967.774        24962.400        25555.244       -1.504e-01
15907        24964.986        24959.614        25552.264       -9.517e-01
15908        24974.593        24969.213        25562.535       -1.182e+00
15909        24974.202        24968.823        25562.117       -1.009e+00
15910        24965.932        24960.558        25553.276       -6.001e-01
15911        24965.196        24959.823        25552.489       -8.665e-01
15912        24972.171        24966.793        25559.945       -3.292e-01
15913        24971.849        24966.472        25559.601       -2.563e-01
15914        24965.760        24960.387        25553.092       -6.580e-01
15915        24965.510        24960.138        25552.824       -7.469e-01
15916        24972.171        24966.793        25559.945       -3.292e-01
15917        24971.783        24966.405        25559.530       -2.423e-01
15918        24965.888        24960.516        25553.229       -6.146e-01
15919        24965.638        24960.266        25552.961       -7.006e-01
15920        24972.384        24967.007        25560.173       -3.829e-01
15921        24971.484        24966.106        25559.211       -1.849e-01
15922        24966.408        24961.036        25553.784       -4.543e-01
15923        24965.707        24960.334        25553.035       -6.765e-01
15924        24972.384        24967.007        25560.173       -3.829e-01
15925        24971.472        24966.095        25559.198       -1.827e-01
15926        24968.915        24963.539        25556.464       -2.705e-02
15927        24964.401        24959.029        25551.639       -1.210e+00
15928        24973.499        24968.120        25561.365       -7.306e-01
15929        24973.061        24967.682        25560.897       -5.804e-01
15930        24970.076        24964.701        25557.706       -2.374e-02
15931        24967.253        24961.879        25554.687       -2.461e-01
15932        24973.494        24968.115        25561.360       -7.289e-01
15933        24973.006        24967.627        25560.837       -5.626e-01
15934        24972.500        24967.122        25560.297       -4.138e-01
15935        24967.253        24961.879        25554.687       -2.461e-01
15936        24973.501        24968.122        25561.367       -7.313e-01
15937        24972.625        24967.248        25560.431       -4.484e-01
15938        24972.453        24967.075        25560.247       -4.010e-01
15939        24967.589        24962.215        25555.047       -1.814e-01
15940        24973.586        24968.207        25561.458       -7.625e-01
