polar and equatorial radii for Neptune's 1-bar isobaric surface. models are described in Mankovich et al. 2026, PSJ.
these models assume the h-band 2014 wind profile from Tollefson et al. (2018, Icarus 311).
the distribution of models in this file comes from randomly drawing wind fit coefficients from Gaussians with means and standard deviations from Table 1 (polynomial profiles).
index         r_pol_km          r_eq_km
  594   24275.35381437   24770.14497125
  595   24169.00396011   24771.46746238
  596   24134.94116714   24778.95605256
  597   24253.71608254   24775.44650218
  598   24178.19715119   24775.76346294
  599   24307.48227760   24769.26143770
  600   24126.10109741   24775.07559761
  601   24256.19215135   24768.73569206
  602   24388.29934035   24767.85613596
  603   24280.52501226   24774.41059685
  604   24170.11904139   24768.89389113
  605   24379.16498860   24765.86516599
  606   24073.22633505   24776.67327257
  607   24237.91017039   24768.57880465
  608   24185.48428868   24776.48724898
  609   24257.55758687   24769.21492468
  610   24287.37871698   24765.70739066
  611   24136.70441035   24767.52251040
  612   24323.22766794   24770.45718094
  613   24398.98240786   24757.81206960
  614   24406.73029277   24761.91866485
  615   24227.80582745   24771.30112037
  616   24158.81776813   24769.43646310
  617   24286.61692202   24771.26730081
  618   24351.69694104   24763.81497365
  619   24129.03278524   24768.81812289
  620   24226.66334658   24775.88697591
  621   24179.95393345   24773.64752708
  622   24338.61079950   24770.60678230
  623   24376.83673692   24771.69453225
  624   24387.19680738   24766.35161929
  625   24344.91035973   24767.90001330
  626   24212.74787509   24765.45875710
  627   24357.49514167   24762.81811347
  628   24027.97732734   24770.99502518
  629   24122.33169883   24778.98701369
  630   24205.50318751   24771.57322603
  631   23994.87471373   24770.68506339
  632   24338.88043582   24776.02892227
  633   24339.17433221   24766.39922952
  634   24379.28559527   24771.53693545
  635   24042.00104905   24782.57789728
  636   24412.75645304   24760.26179765
  637   24261.68591693   24771.15620740
  638   24310.27084123   24768.06805148
  639   24314.05011847   24766.23055844
  640   24366.86359272   24764.02540782
  641   24388.06601559   24769.10640851
  642   24297.83968310   24765.14427673
  643   24270.19361773   24767.53364291
  644   24290.86975541   24774.30017651
  645   24159.24581455   24776.67005622
  646   24354.03488931   24761.87736475
  647   24182.72702682   24775.11487279
  648   24375.18891055   24764.51304648
  649   24413.19025938   24758.09779985
  650   24401.52082302   24765.45057767
  651   24397.95843203   24761.59127726
  652   24314.52653188   24770.16497653
  653   24244.28748389   24770.71711106
  654   24352.17339858   24767.63948238
  655   24330.96551346   24776.04431840
