polar and equatorial radii for Uranus's 1-bar isobaric surface. models are described in Mankovich et al. 2026, PSJ.
the models summarized in this file assume the symmetric wind profile from Sromovsky et al. (2015, Icarus 258) Equation 2.
the distribution of models in this file comes from Markov chain Monte Carlo fits to the pair of Voyager 2 radio occultations reported in Lindal et al. 1987.
index         r_pol_km          r_eq_km              lnp 
23551        24967.371        25555.978       -6.184e-02
23552        24975.747        25564.934       -2.451e+00
23553        24968.730        25557.431       -1.383e-02
23554        24966.768        25555.334       -1.372e-01
23555        24970.087        25558.883       -1.343e-01
23556        24976.183        25565.400       -2.751e+00
23557        24970.841        25559.688       -2.739e-01
23558        24966.768        25555.334       -1.372e-01
23559        24970.838        25559.685       -2.732e-01
23560        24973.491        25562.521       -1.177e+00
23561        24970.840        25559.688       -2.738e-01
23562        24968.420        25557.099       -9.927e-03
23563        24970.599        25559.429       -2.234e-01
23564        24973.260        25562.275       -1.073e+00
23565        24970.947        25559.802       -2.977e-01
23566        24969.153        25557.883       -3.330e-02
23567        24971.882        25560.801       -5.521e-01
23568        24973.260        25562.275       -1.073e+00
23569        24971.350        25560.232       -3.975e-01
23570        24971.030        25559.891       -3.171e-01
23571        24971.882        25560.801       -5.521e-01
23572        24974.246        25563.329       -1.552e+00
23573        24971.638        25560.540       -4.780e-01
23574        24970.658        25559.492       -2.352e-01
23575        24971.285        25560.163       -3.805e-01
23576        24974.318        25563.406       -1.590e+00
23577        24971.685        25560.590       -4.918e-01
23578        24970.951        25559.806       -2.987e-01
23579        24971.786        25560.698       -5.223e-01
23580        24974.666        25563.778       -1.782e+00
23581        24971.586        25560.485       -4.629e-01
23582        24970.176        25558.977       -1.480e-01
23583        24971.940        25560.863       -5.705e-01
23584        24973.296        25562.313       -1.088e+00
23585        24971.365        25560.249       -4.016e-01
23586        24970.176        25558.977       -1.480e-01
23587        24971.771        25560.683       -5.177e-01
23588        24973.533        25562.567       -1.196e+00
23589        24972.132        25561.068       -6.336e-01
23590        24969.313        25558.055       -4.499e-02
23591        24971.570        25560.468       -4.583e-01
23592        24973.674        25562.718       -1.263e+00
23593        24972.115        25561.051       -6.280e-01
23594        24969.728        25558.498       -8.604e-02
23595        24971.054        25559.916       -3.227e-01
23596        24973.404        25562.428       -1.137e+00
23597        24972.096        25561.030       -6.216e-01
23598        24970.694        25559.532       -2.427e-01
23599        24971.749        25560.659       -5.111e-01
23600        24973.630        25562.670       -1.242e+00
23601        24972.977        25561.972       -9.515e-01
23602        24969.639        25558.403       -7.586e-02
23603        24972.168        25561.107       -6.457e-01
23604        24973.407        25562.432       -1.138e+00
23605        24972.836        25561.821       -8.940e-01
23606        24969.499        25558.254       -6.147e-02
23607        24972.558        25561.524       -7.858e-01
23608        24973.656        25562.698       -1.254e+00
23609        24972.845        25561.831       -8.978e-01
23610        24970.228        25559.033       -1.565e-01
23611        24972.424        25561.381       -7.361e-01
23612        24973.656        25562.698       -1.254e+00
23613        24972.845        25561.831       -8.978e-01
23614        24968.517        25557.204       -1.021e-02
23615        24972.056        25560.988       -6.083e-01
23616        24973.656        25562.698       -1.254e+00
23617        24972.845        25561.831       -8.978e-01
23618        24966.697        25555.257       -1.483e-01
23619        24971.505        25560.398       -4.399e-01
23620        24973.680        25562.724       -1.266e+00
23621        24972.857        25561.844       -9.026e-01
23622        24966.697        25555.257       -1.483e-01
23623        24971.860        25560.778       -5.452e-01
23624        24973.387        25562.410       -1.129e+00
23625        24973.116        25562.120       -1.010e+00
23626        24968.094        25556.751       -1.530e-02
23627        24972.251        25561.196       -6.745e-01
23628        24973.387        25562.410       -1.129e+00
23629        24973.116        25562.120       -1.010e+00
23630        24965.287        25553.750       -4.633e-01
23631        24972.604        25561.573       -8.031e-01
23632        24973.366        25562.389       -1.120e+00
23633        24972.989        25561.985       -9.565e-01
23634        24965.287        25553.750       -4.633e-01
23635        24972.905        25561.895       -9.218e-01
23636        24973.229        25562.241       -1.059e+00
23637        24972.989        25561.985       -9.565e-01
23638        24966.855        25555.426       -1.243e-01
23639        24972.936        25561.928       -9.345e-01
23640        24973.280        25562.296       -1.081e+00
23641        24973.009        25562.007       -9.651e-01
23642        24966.855        25555.426       -1.243e-01
23643        24972.593        25561.561       -7.989e-01
23644        24971.599        25560.498       -4.666e-01
23645        24973.020        25562.018       -9.696e-01
23646        24966.728        25555.291       -1.434e-01
23647        24972.794        25561.776       -8.771e-01
23648        24970.565        25559.394       -2.169e-01
23649        24971.914        25560.835       -5.622e-01
23650        24966.728        25555.291       -1.434e-01
23651        24972.794        25561.776       -8.771e-01
23652        24969.810        25558.585       -9.598e-02
23653        24971.914        25560.835       -5.622e-01
23654        24966.728        25555.291       -1.434e-01
23655        24973.098        25562.101       -1.002e+00
23656        24967.425        25556.036       -5.675e-02
23657        24973.785        25562.836       -1.317e+00
23658        24966.728        25555.291       -1.434e-01
23659        24970.306        25559.116       -1.694e-01
23660        24968.640        25557.334       -1.178e-02
23661        24973.785        25562.836       -1.317e+00
23662        24966.179        25554.703       -2.430e-01
23663        24970.291        25559.100       -1.669e-01
23664        24967.847        25556.487       -2.582e-02
23665        24973.785        25562.836       -1.317e+00
23666        24964.046        25552.423       -8.909e-01
23667        24970.494        25559.317       -2.032e-01
23668        24966.107        25554.626       -2.581e-01
23669        24973.785        25562.836       -1.317e+00
23670        24964.928        25553.366       -5.724e-01
23671        24969.548        25558.305       -6.626e-02
23672        24966.107        25554.626       -2.581e-01
23673        24973.785        25562.836       -1.317e+00
23674        24964.928        25553.366       -5.724e-01
23675        24967.968        25556.617       -1.995e-02
23676        24966.199        25554.725       -2.388e-01
23677        24973.785        25562.836       -1.317e+00
23678        24965.127        25553.579       -5.104e-01
23679        24966.581        25555.134       -1.673e-01
23680        24966.015        25554.528       -2.780e-01
23681        24970.057        25558.851       -1.299e-01
23682        24965.127        25553.579       -5.104e-01
23683        24966.485        25555.031       -1.840e-01
23684        24966.339        25554.875       -2.110e-01
23685        24970.057        25558.851       -1.299e-01
23686        24965.499        25553.977       -4.043e-01
23687        24966.554        25555.104       -1.720e-01
23688        24964.198        25552.586       -8.308e-01
23689        24969.225        25557.960       -3.827e-02
23690        24965.499        25553.977       -4.043e-01
23691        24966.522        25555.070       -1.775e-01
23692        24962.988        25551.292       -1.366e+00
23693        24972.230        25561.173       -6.671e-01
23694        24964.969        25553.410       -5.595e-01
23695        24965.695        25554.186       -3.534e-01
23696        24963.960        25552.331       -9.259e-01
23697        24972.230        25561.173       -6.671e-01
23698        24964.512        25552.922       -7.137e-01
23699        24965.695        25554.186       -3.534e-01
23700        24963.522        25551.863       -1.114e+00
23701        24972.230        25561.173       -6.671e-01
23702        24965.472        25553.948       -4.116e-01
23703        24965.695        25554.186       -3.534e-01
23704        24962.013        25550.250       -1.895e+00
23705        24973.371        25562.393       -1.122e+00
23706        24965.472        25553.948       -4.116e-01
23707        24965.694        25554.185       -3.537e-01
23708        24962.431        25550.696       -1.658e+00
23709        24973.371        25562.393       -1.122e+00
23710        24965.634        25554.121       -3.689e-01
23711        24968.495        25557.180       -1.007e-02
23712        24962.431        25550.696       -1.658e+00
23713        24974.616        25563.724       -1.754e+00
23714        24964.874        25553.308       -5.901e-01
23715        24968.477        25557.161       -9.987e-03
23716        24962.431        25550.696       -1.658e+00
23717        24968.803        25557.509       -1.604e-02
23718        24965.454        25553.928       -4.165e-01
23719        24966.764        25555.330       -1.378e-01
23720        24962.489        25550.758       -1.627e+00
23721        24969.159        25557.890       -3.372e-02
23722        24965.798        25554.296       -3.283e-01
23723        24966.340        25554.876       -2.108e-01
23724        24962.955        25551.257       -1.383e+00
23725        24970.388        25559.204       -1.839e-01
23726        24963.896        25552.263       -9.519e-01
23727        24969.266        25558.005       -4.134e-02
23728        24962.955        25551.257       -1.383e+00
23729        24970.511        25559.336       -2.065e-01
23730        24963.500        25551.839       -1.124e+00
23731        24967.161        25555.753       -8.437e-02
23732        24962.955        25551.257       -1.383e+00
23733        24969.724        25558.494       -8.555e-02
23734        24963.500        25551.839       -1.124e+00
23735        24966.176        25554.700       -2.435e-01
23736        24962.414        25550.678       -1.667e+00
23737        24969.724        25558.494       -8.555e-02
23738        24963.500        25551.839       -1.124e+00
23739        24964.878        25553.312       -5.888e-01
23740        24962.275        25550.529       -1.745e+00
23741        24971.360        25560.243       -4.003e-01
23742        24966.030        25554.544       -2.746e-01
23743        24967.017        25555.600       -1.020e-01
23744        24962.275        25550.529       -1.745e+00
23745        24967.191        25555.785       -8.091e-02
23746        24966.193        25554.719       -2.400e-01
23747        24967.093        25555.680       -9.252e-02
23748        24963.048        25551.356       -1.337e+00
23749        24968.075        25556.731       -1.589e-02
23750        24966.418        25554.959       -1.962e-01
23751        24967.143        25555.734       -8.646e-02
23752        24963.127        25551.440       -1.298e+00
23753        24971.077        25559.941       -3.283e-01
23754        24965.799        25554.297       -3.280e-01
23755        24966.066        25554.583       -2.668e-01
23756        24963.055        25551.363       -1.334e+00
23757        24968.739        25557.441       -1.409e-02
23758        24966.522        25555.071       -1.774e-01
23759        24966.284        25554.816       -2.217e-01
23760        24963.055        25551.363       -1.334e+00
23761        24967.889        25556.532       -2.362e-02
23762        24965.455        25553.929       -4.163e-01
23763        24966.488        25555.034       -1.835e-01
23764        24963.055        25551.363       -1.334e+00
23765        24967.834        25556.473       -2.656e-02
23766        24966.594        25555.147       -1.651e-01
23767        24967.669        25556.297       -3.688e-02
23768        24961.495        25549.696       -2.211e+00
23769        24968.997        25557.716       -2.422e-02
23770        24966.594        25555.147       -1.651e-01
23771        24968.226        25556.892       -1.195e-02
23772        24961.495        25549.696       -2.211e+00
23773        24968.997        25557.716       -2.422e-02
23774        24965.608        25554.093       -3.756e-01
23775        24968.064        25556.719       -1.627e-02
23776        24964.707        25553.130       -6.454e-01
23777        24969.087        25557.813       -2.921e-02
23778        24965.608        25554.093       -3.756e-01
23779        24967.320        25555.924       -6.689e-02
23780        24965.131        25553.583       -5.092e-01
23781        24967.484        25556.099       -5.145e-02
23782        24966.304        25554.837       -2.178e-01
23783        24967.534        25556.152       -4.721e-02
23784        24965.366        25553.835       -4.407e-01
23785        24967.472        25556.086       -5.246e-02
23786        24966.304        25554.837       -2.178e-01
23787        24967.545        25556.164       -4.626e-02
23788        24964.760        25553.186       -6.277e-01
23789        24967.087        25555.674       -9.320e-02
23790        24966.539        25555.089       -1.745e-01
23791        24968.039        25556.692       -1.715e-02
23792        24964.760        25553.186       -6.277e-01
23793        24967.052        25555.637       -9.760e-02
23794        24966.327        25554.862       -2.134e-01
23795        24968.661        25557.358       -1.221e-02
23796        24965.495        25553.972       -4.055e-01
23797        24967.052        25555.637       -9.760e-02
23798        24966.560        25555.111       -1.709e-01
23799        24969.495        25558.249       -6.103e-02
23800        24966.627        25555.183       -1.596e-01
23801        24967.426        25556.037       -5.666e-02
23802        24966.558        25555.109       -1.713e-01
23803        24970.390        25559.206       -1.841e-01
23804        24966.588        25555.141       -1.662e-01
23805        24966.247        25554.776       -2.291e-01
23806        24966.490        25555.036       -1.832e-01
23807        24970.148        25558.948       -1.437e-01
23808        24965.000        25553.443       -5.496e-01
23809        24966.290        25554.822       -2.206e-01
23810        24966.657        25555.214       -1.548e-01
23811        24969.777        25558.551       -9.199e-02
23812        24965.109        25553.559       -5.160e-01
23813        24966.782        25555.349       -1.351e-01
23814        24966.657        25555.214       -1.548e-01
23815        24968.514        25557.201       -1.019e-02
23816        24965.770        25554.267       -3.348e-01
23817        24967.211        25555.807       -7.858e-02
23818        24967.299        25555.902       -6.904e-02
23819        24968.268        25556.937       -1.123e-02
23820        24965.023        25553.468       -5.424e-01
23821        24966.568        25555.119       -1.696e-01
23822        24967.133        25555.724       -8.760e-02
23823        24968.107        25556.766       -1.488e-02
23824        24965.023        25553.468       -5.424e-01
23825        24966.732        25555.295       -1.428e-01
23826        24967.385        25555.993       -6.047e-02
23827        24967.692        25556.322       -3.525e-02
23828        24964.926        25553.364       -5.732e-01
23829        24966.505        25555.052       -1.804e-01
23830        24966.961        25555.539       -1.095e-01
23831        24970.082        25558.876       -1.335e-01
23832        24965.788        25554.285       -3.306e-01
23833        24965.008        25553.451       -5.473e-01
23834        24967.202        25555.797       -7.961e-02
23835        24970.082        25558.876       -1.335e-01
23836        24966.219        25554.746       -2.348e-01
23837        24964.916        25553.353       -5.764e-01
23838        24965.737        25554.231       -3.430e-01
23839        24973.003        25562.000       -9.624e-01
23840        24967.311        25555.914       -6.786e-02
23841        24964.063        25552.441       -8.842e-01
23842        24965.252        25553.713       -4.733e-01
23843        24973.003        25562.000       -9.624e-01
23844        24969.660        25558.425       -7.823e-02
23845        24966.720        25555.283       -1.446e-01
23846        24964.884        25553.319       -5.868e-01
23847        24972.173        25561.112       -6.476e-01
23848        24970.867        25559.716       -2.797e-01
23849        24967.308        25555.911       -6.816e-02
23850        24963.501        25551.841       -1.123e+00
23851        24973.081        25562.084       -9.954e-01
23852        24970.867        25559.716       -2.797e-01
23853        24968.363        25557.039       -1.016e-02
23854        24966.322        25554.857       -2.143e-01
23855        24972.721        25561.699       -8.485e-01
23856        24970.867        25559.716       -2.797e-01
23857        24970.056        25558.849       -1.296e-01
23858        24967.018        25555.601       -1.019e-01
23859        24972.721        25561.699       -8.485e-01
23860        24969.579        25558.339       -6.951e-02
23861        24969.896        25558.677       -1.071e-01
23862        24968.100        25556.758       -1.511e-02
23863        24972.721        25561.699       -8.485e-01
23864        24970.910        25559.762       -2.894e-01
23865        24969.048        25557.771       -2.695e-02
23866        24967.644        25556.270       -3.864e-02
23867        24972.364        25561.317       -7.144e-01
23868        24968.150        25556.811       -1.369e-02
23869        24966.345        25554.881       -2.100e-01
23870        24964.811        25553.241       -6.108e-01
23871        24973.497        25562.528       -1.180e+00
23872        24969.364        25558.109       -4.914e-02
23873        24966.818        25555.387       -1.297e-01
23874        24964.811        25553.241       -6.108e-01
23875        24973.497        25562.528       -1.180e+00
23876        24967.831        25556.470       -2.671e-02
23877        24966.851        25555.423       -1.248e-01
23878        24967.515        25556.133       -4.873e-02
23879        24971.729        25560.637       -5.049e-01
23880        24967.674        25556.302       -3.654e-02
23881        24966.568        25555.119       -1.695e-01
23882        24967.736        25556.368       -3.240e-02
23883        24971.729        25560.637       -5.049e-01
23884        24966.702        25555.263       -1.475e-01
23885        24968.824        25557.532       -1.677e-02
23886        24967.716        25556.347       -3.368e-02
23887        24972.488        25561.450       -7.598e-01
23888        24965.383        25553.853       -4.359e-01
23889        24968.787        25557.492       -1.550e-02
23890        24967.873        25556.515       -2.444e-02
23891        24969.692        25558.460       -8.189e-02
23892        24963.378        25551.709       -1.179e+00
23893        24968.548        25557.237       -1.048e-02
23894        24967.953        25556.600       -2.063e-02
23895        24969.692        25558.460       -8.189e-02
23896        24960.951        25549.114       -2.570e+00
23897        24967.595        25556.218       -4.229e-02
23898        24967.508        25556.124       -4.938e-02
23899        24970.894        25559.745       -2.857e-01
23900        24960.951        25549.114       -2.570e+00
23901        24966.251        25554.780       -2.283e-01
23902        24968.792        25557.497       -1.567e-02
23903        24968.597        25557.289       -1.108e-02
23904        24964.003        25552.377       -9.082e-01
23905        24964.426        25552.829       -7.451e-01
23906        24968.401        25557.080       -9.972e-03
23907        24968.597        25557.289       -1.108e-02
23908        24964.003        25552.377       -9.082e-01
23909        24965.213        25553.670       -4.849e-01
23910        24968.401        25557.080       -9.972e-03
23911        24967.550        25556.170       -4.584e-02
23912        24964.637        25553.055       -6.697e-01
23913        24965.589        25554.073       -3.805e-01
23914        24968.401        25557.080       -9.972e-03
23915        24967.523        25556.140       -4.812e-02
23916        24965.040        25553.486       -5.372e-01
23917        24966.143        25554.666       -2.503e-01
23918        24968.401        25557.080       -9.972e-03
23919        24967.905        25556.550       -2.283e-02
23920        24963.901        25552.268       -9.501e-01
23921        24968.228        25556.895       -1.191e-02
23922        24969.033        25557.756       -2.616e-02
23923        24968.010        25556.662       -1.824e-02
23924        24964.485        25552.893       -7.235e-01
23925        24968.101        25556.759       -1.508e-02
23926        24970.461        25559.282       -1.971e-01
23927        24967.915        25556.560       -2.238e-02
23928        24965.970        25554.480       -2.881e-01
23929        24968.137        25556.797       -1.404e-02
23930        24971.626        25560.528       -4.746e-01
23931        24967.999        25556.650       -1.868e-02
23932        24965.970        25554.480       -2.881e-01
23933        24968.119        25556.778       -1.453e-02
23934        24971.626        25560.528       -4.746e-01
23935        24968.061        25556.715       -1.640e-02
23936        24964.506        25552.915       -7.158e-01
23937        24967.459        25556.072       -5.365e-02
23938        24972.659        25561.633       -8.244e-01
23939        24967.369        25555.976       -6.206e-02
23940        24965.140        25553.593       -5.067e-01
23941        24962.840        25551.133       -1.441e+00
23942        24973.163        25562.171       -1.030e+00
23943        24968.049        25556.703       -1.680e-02
23944        24965.140        25553.593       -5.067e-01
23945        24962.840        25551.133       -1.441e+00
23946        24970.870        25559.720       -2.804e-01
23947        24970.080        25558.874       -1.332e-01
23948        24961.742        25549.960       -2.058e+00
23949        24962.840        25551.133       -1.441e+00
23950        24970.993        25559.851       -3.084e-01
23951        24970.731        25559.571       -2.504e-01
23952        24961.742        25549.960       -2.058e+00
23953        24962.840        25551.133       -1.441e+00
23954        24970.993        25559.851       -3.084e-01
23955        24970.731        25559.571       -2.504e-01
23956        24964.658        25553.077       -6.625e-01
23957        24962.840        25551.133       -1.441e+00
23958        24970.993        25559.851       -3.084e-01
23959        24968.915        25557.629       -2.036e-02
23960        24964.628        25553.045       -6.729e-01
23961        24962.840        25551.133       -1.441e+00
23962        24969.138        25557.867       -3.234e-02
23963        24967.658        25556.285       -3.768e-02
23964        24964.963        25553.403       -5.615e-01
23965        24963.597        25551.943       -1.080e+00
23966        24969.415        25558.163       -5.357e-02
23967        24968.038        25556.691       -1.721e-02
23968        24966.833        25555.403       -1.275e-01
23969        24963.597        25551.943       -1.080e+00
23970        24971.409        25560.296       -4.135e-01
23971        24967.559        25556.179       -4.519e-02
23972        24963.912        25552.280       -9.454e-01
23973        24963.367        25551.697       -1.184e+00
23974        24971.409        25560.296       -4.135e-01
23975        24968.632        25557.326       -1.165e-02
23976        24964.866        25553.300       -5.925e-01
23977        24965.138        25553.591       -5.071e-01
23978        24968.584        25557.275       -1.090e-02
23979        24967.041        25555.625       -9.896e-02
23980        24964.866        25553.300       -5.925e-01
23981        24964.261        25552.653       -8.067e-01
23982        24968.584        25557.275       -1.090e-02
23983        24968.202        25556.867       -1.244e-02
23984        24964.866        25553.300       -5.925e-01
23985        24965.865        25554.368       -3.121e-01
23986        24969.243        25557.979       -3.957e-02
23987        24967.473        25556.087       -5.238e-02
23988        24965.988        25554.499       -2.840e-01
23989        24964.630        25553.048       -6.720e-01
23990        24969.233        25557.968       -3.882e-02
23991        24966.514        25555.062       -1.788e-01
23992        24965.015        25553.459       -5.451e-01
23993        24964.515        25552.924       -7.128e-01
23994        24969.233        25557.968       -3.882e-02
23995        24965.798        25554.297       -3.280e-01
23996        24964.869        25553.303       -5.917e-01
23997        24965.217        25553.675       -4.837e-01
23998        24967.497        25556.112       -5.033e-02
23999        24966.173        25554.698       -2.440e-01
24000        24965.016        25553.460       -5.448e-01
24001        24966.045        25554.561       -2.713e-01
24002        24967.072        25555.659       -9.503e-02
24003        24967.181        25555.775       -8.196e-02
24004        24965.398        25553.868       -4.320e-01
24005        24966.442        25554.985       -1.917e-01
24006        24967.631        25556.257       -3.957e-02
24007        24966.962        25555.540       -1.094e-01
24008        24964.770        25553.197       -6.243e-01
24009        24966.231        25554.759       -2.322e-01
24010        24967.803        25556.440       -2.827e-02
24011        24967.633        25556.258       -3.944e-02
24012        24964.770        25553.197       -6.243e-01
24013        24966.437        25554.979       -1.927e-01
24014        24967.793        25556.429       -2.887e-02
24015        24967.481        25556.096       -5.169e-02
24016        24964.770        25553.197       -6.243e-01
24017        24965.089        25553.538       -5.220e-01
24018        24967.950        25556.597       -2.075e-02
24019        24968.336        25557.010       -1.038e-02
24020        24964.752        25553.178       -6.304e-01
24021        24965.180        25553.635       -4.947e-01
24022        24967.973        25556.622       -1.976e-02
24023        24968.168        25556.831       -1.322e-02
24024        24964.926        25553.364       -5.731e-01
24025        24965.180        25553.635       -4.947e-01
24026        24968.230        25556.897       -1.187e-02
24027        24968.569        25557.259       -1.071e-02
24028        24965.039        25553.484       -5.376e-01
24029        24965.180        25553.635       -4.947e-01
24030        24968.495        25557.180       -1.007e-02
24031        24968.612        25557.305       -1.131e-02
24032        24965.020        25553.464       -5.434e-01
24033        24965.307        25553.771       -4.577e-01
24034        24967.742        25556.375       -3.199e-02
24035        24970.016        25558.806       -1.238e-01
24036        24966.064        25554.581       -2.672e-01
24037        24966.347        25554.883       -2.095e-01
24038        24967.345        25555.951       -6.437e-02
24039        24969.351        25558.095       -4.806e-02
24040        24967.365        25555.972       -6.240e-02
24041        24966.450        25554.994       -1.903e-01
24042        24967.145        25555.737       -8.619e-02
24043        24969.769        25558.542       -9.095e-02
24044        24967.473        25556.087       -5.240e-02
24045        24966.897        25555.471       -1.183e-01
24046        24967.858        25556.499       -2.524e-02
24047        24970.651        25559.485       -2.339e-01
24048        24967.477        25556.091       -5.204e-02
24049        24967.186        25555.780       -8.142e-02
24050        24967.709        25556.340       -3.411e-02
24051        24970.109        25558.906       -1.377e-01
24052        24969.223        25557.959       -3.816e-02
24053        24967.274        25555.874       -7.177e-02
24054        24968.864        25557.574       -1.823e-02
24055        24971.511        25560.404       -4.416e-01
24056        24969.409        25558.158       -5.310e-02
24057        24968.287        25556.957       -1.095e-02
24058        24969.028        25557.750       -2.585e-02
24059        24970.507        25559.332       -2.057e-01
24060        24969.711        25558.480       -8.409e-02
24061        24967.096        25555.684       -9.211e-02
24062        24969.734        25558.505       -8.676e-02
24063        24970.195        25558.998       -1.511e-01
24064        24969.839        25558.617       -9.967e-02
24065        24966.924        25555.500       -1.145e-01
24066        24969.471        25558.224       -5.879e-02
24067        24970.252        25559.058       -1.604e-01
24068        24969.823        25558.599       -9.762e-02
24069        24968.163        25556.825       -1.335e-02
24070        24969.563        25558.322       -6.782e-02
24071        24971.841        25560.758       -5.393e-01
24072        24970.835        25559.682       -2.727e-01
24073        24968.148        25556.809       -1.374e-02
24074        24965.177        25553.632       -4.955e-01
24075        24973.955        25563.018       -1.401e+00
24076        24971.101        25559.967       -3.342e-01
24077        24969.110        25557.837       -3.060e-02
24078        24965.808        25554.307       -3.258e-01
24079        24976.114        25565.326       -2.703e+00
24080        24970.081        25558.875       -1.333e-01
24081        24967.854        25556.495       -2.543e-02
24082        24966.569        25555.120       -1.694e-01
24083        24976.114        25565.326       -2.703e+00
24084        24967.803        25556.440       -2.828e-02
24085        24967.692        25556.321       -3.527e-02
24086        24968.135        25556.795       -1.410e-02
24087        24976.114        25565.326       -2.703e+00
24088        24967.941        25556.587       -2.118e-02
24089        24967.280        25555.881       -7.106e-02
24090        24967.758        25556.392       -3.096e-02
24091        24974.361        25563.452       -1.613e+00
24092        24968.445        25557.126       -9.917e-03
24093        24967.404        25556.013       -5.869e-02
24094        24967.821        25556.460       -2.724e-02
24095        24974.361        25563.452       -1.613e+00
24096        24970.654        25559.489       -2.345e-01
24097        24966.824        25555.393       -1.289e-01
24098        24968.735        25557.437       -1.398e-02
24099        24975.712        25564.897       -2.428e+00
24100        24972.293        25561.241       -6.893e-01
24101        24963.264        25551.587       -1.233e+00
24102        24967.202        25555.797       -7.963e-02
24103        24975.712        25564.897       -2.428e+00
24104        24974.840        25563.964       -1.883e+00
24105        24963.264        25551.587       -1.233e+00
24106        24964.734        25553.159       -6.363e-01
24107        24975.343        25564.502       -2.189e+00
24108        24976.088        25565.299       -2.685e+00
24109        24964.196        25552.583       -8.318e-01
24110        24969.358        25558.102       -4.863e-02
24111        24975.396        25564.559       -2.223e+00
24112        24975.340        25564.499       -2.187e+00
24113        24964.196        25552.583       -8.318e-01
24114        24968.396        25557.074       -9.993e-03
24115        24974.982        25564.116       -1.967e+00
24116        24976.305        25565.531       -2.838e+00
24117        24967.657        25556.284       -3.769e-02
24118        24966.730        25555.293       -1.431e-01
24119        24974.982        25564.116       -1.967e+00
24120        24976.381        25565.612       -2.893e+00
24121        24967.599        25556.222       -4.203e-02
24122        24966.620        25555.175       -1.608e-01
24123        24974.982        25564.116       -1.967e+00
24124        24972.335        25561.286       -7.041e-01
24125        24961.236        25549.419       -2.379e+00
24126        24968.086        25556.742       -1.556e-02
24127        24972.814        25561.798       -8.852e-01
24128        24972.285        25561.233       -6.866e-01
24129        24965.098        25553.548       -5.192e-01
24130        24966.439        25554.982       -1.923e-01
24131        24972.814        25561.798       -8.852e-01
24132        24976.909        25566.176       -3.289e+00
24133        24965.098        25553.548       -5.192e-01
24134        24966.439        25554.982       -1.923e-01
24135        24972.814        25561.798       -8.852e-01
24136        24976.909        25566.176       -3.289e+00
24137        24965.098        25553.548       -5.192e-01
24138        24968.602        25557.295       -1.116e-02
24139        24972.814        25561.798       -8.852e-01
24140        24976.909        25566.176       -3.289e+00
24141        24966.625        25555.180       -1.600e-01
24142        24968.602        25557.295       -1.116e-02
24143        24972.814        25561.798       -8.852e-01
24144        24975.178        25564.326       -2.086e+00
24145        24969.142        25557.872       -3.260e-02
24146        24966.695        25555.255       -1.486e-01
24147        24972.419        25561.375       -7.343e-01
24148        24975.082        25564.223       -2.028e+00
24149        24968.582        25557.273       -1.088e-02
24150        24966.695        25555.255       -1.486e-01
24151        24972.017        25560.946       -5.955e-01
24152        24975.082        25564.223       -2.028e+00
24153        24968.849        25557.558       -1.766e-02
24154        24967.586        25556.208       -4.300e-02
24155        24969.985        25558.774       -1.195e-01
24156        24975.082        25564.223       -2.028e+00
24157        24968.672        25557.369       -1.243e-02
24158        24965.460        25553.935       -4.149e-01
24159        24968.988        25557.707       -2.379e-02
24160        24975.082        25564.223       -2.028e+00
24161        24968.974        25557.692       -2.310e-02
24162        24965.316        25553.781       -4.550e-01
24163        24968.901        25557.614       -1.974e-02
24164        24976.382        25565.614       -2.894e+00
24165        24964.771        25553.198       -6.240e-01
24166        24965.316        25553.781       -4.550e-01
24167        24970.378        25559.193       -1.820e-01
24168        24976.382        25565.614       -2.894e+00
24169        24964.771        25553.198       -6.240e-01
24170        24965.171        25553.625       -4.974e-01
24171        24972.326        25561.276       -7.009e-01
24172        24972.083        25561.016       -6.171e-01
24173        24964.164        25552.549       -8.441e-01
24174        24965.171        25553.625       -4.974e-01
24175        24972.326        25561.276       -7.009e-01
24176        24971.659        25560.563       -4.842e-01
24177        24965.044        25553.490       -5.360e-01
24178        24968.361        25557.036       -1.018e-02
24179        24968.745        25557.447       -1.425e-02
24180        24973.650        25562.692       -1.252e+00
24181        24965.044        25553.490       -5.360e-01
24182        24967.036        25555.620       -9.955e-02
24183        24968.745        25557.447       -1.425e-02
24184        24968.919        25557.634       -2.054e-02
24185        24962.182        25550.430       -1.798e+00
24186        24967.501        25556.117       -4.999e-02
24187        24968.382        25557.059       -1.005e-02
24188        24969.286        25558.025       -4.282e-02
24189        24957.466        25545.388       -5.509e+00
24190        24967.287        25555.889       -7.031e-02
24191        24971.914        25560.836       -5.624e-01
24192        24969.286        25558.025       -4.282e-02
24193        24958.795        25546.808       -4.258e+00
24194        24965.926        25554.433       -2.980e-01
24195        24970.930        25559.784       -2.939e-01
24196        24970.430        25559.249       -1.914e-01
24197        24962.492        25550.762       -1.625e+00
24198        24967.415        25556.025       -5.766e-02
24199        24970.694        25559.532       -2.427e-01
24200        24970.474        25559.296       -1.995e-01
24201        24962.492        25550.762       -1.625e+00
24202        24969.176        25557.908       -3.483e-02
24203        24970.433        25559.252       -1.919e-01
24204        24970.499        25559.323       -2.041e-01
24205        24964.985        25553.427       -5.544e-01
24206        24969.610        25558.372       -7.274e-02
24207        24970.426        25559.244       -1.906e-01
24208        24971.207        25560.079       -3.604e-01
