detailed model output for Uranus's 1-bar reference geoid, assuming rigid rotation with period 17.25 h.
see uranus_model_symmetric_wind.txt for the corresponding shape model including the effect of the latitudinally varying atmospheric rotation.
that model used the symmetric wind profile from Sromovsky et al. (2015, Icarus 258) Equation (2) and this reference geoid satisfies the same r_pol.
mu=sin(phi), phi [radians], and lat_deg [degrees] refer to planetocentric latitude; lat_pg_deg gives planetographic latitude in degrees.
              mu          phi_rad          lat_deg       lat_pg_deg          psi_rad    omega_rad_s-1             r_km 
        -0.74694          0.84345         48.32590         49.45326          0.01968          0.00010        25185.105
        -0.74490          0.84038         48.15034         49.27870          0.01969          0.00010        25186.625
        -0.74286          0.83733         47.97537         49.10469          0.01971          0.00010        25188.140
        -0.74082          0.83428         47.80100         48.93122          0.01973          0.00010        25189.652
        -0.73878          0.83125         47.62721         48.75830          0.01974          0.00010        25191.160
        -0.73673          0.82823         47.45400         48.58590          0.01976          0.00010        25192.664
        -0.73469          0.82522         47.28136         48.41404          0.01977          0.00010        25194.165
        -0.73265          0.82221         47.10927         48.24269          0.01978          0.00010        25195.661
        -0.73061          0.81922         46.93775         48.07185          0.01979          0.00010        25197.154
        -0.72857          0.81623         46.76677         47.90152          0.01981          0.00010        25198.643
        -0.72653          0.81326         46.59633         47.73169          0.01982          0.00010        25200.128
        -0.72449          0.81029         46.42642         47.56235          0.01983          0.00010        25201.610
        -0.72245          0.80734         46.25704         47.39349          0.01983          0.00010        25203.087
        -0.72041          0.80439         46.08819         47.22512          0.01984          0.00010        25204.561
        -0.71837          0.80145         45.91985         47.05722          0.01985          0.00010        25206.031
        -0.71633          0.79852         45.75202         46.88979          0.01986          0.00010        25207.497
        -0.71429          0.79560         45.58469         46.72283          0.01986          0.00010        25208.960
        -0.71224          0.79269         45.41786         46.55632          0.01987          0.00010        25210.418
        -0.71020          0.78979         45.25152         46.39026          0.01987          0.00010        25211.873
        -0.70816          0.78689         45.08567         46.22465          0.01988          0.00010        25213.324
        -0.70612          0.78401         44.92030         46.05949          0.01988          0.00010        25214.771
        -0.70408          0.78113         44.75540         45.89476          0.01989          0.00010        25216.214
        -0.70204          0.77826         44.59097         45.73046          0.01989          0.00010        25217.653
        -0.70000          0.77540         44.42700         45.56658          0.01989          0.00010        25219.089
        -0.69796          0.77254         44.26350         45.40313          0.01989          0.00010        25220.520
        -0.69592          0.76970         44.10044         45.24009          0.01989          0.00010        25221.948
        -0.69388          0.76686         43.93784         45.07747          0.01989          0.00010        25223.372
        -0.69184          0.76403         43.77568         44.91525          0.01989          0.00010        25224.792
        -0.68980          0.76121         43.61396         44.75343          0.01989          0.00010        25226.209
        -0.68776          0.75839         43.45267         44.59202          0.01989          0.00010        25227.621
        -0.68571          0.75558         43.29181         44.43099          0.01988          0.00010        25229.030
        -0.68367          0.75278         43.13137         44.27036          0.01988          0.00010        25230.434
        -0.68163          0.74999         42.97136         44.11011          0.01987          0.00010        25231.835
        -0.67959          0.74721         42.81176         43.95023          0.01987          0.00010        25233.232
        -0.67755          0.74443         42.65257         43.79074          0.01986          0.00010        25234.625
        -0.67551          0.74166         42.49378         43.63162          0.01986          0.00010        25236.014
        -0.67347          0.73889         42.33540         43.47286          0.01985          0.00010        25237.400
        -0.67143          0.73613         42.17742         43.31447          0.01985          0.00010        25238.781
        -0.66939          0.73338         42.01983         43.15644          0.01984          0.00010        25240.159
        -0.66735          0.73064         41.86263         42.99877          0.01983          0.00010        25241.532
        -0.66531          0.72790         41.70581         42.84144          0.01982          0.00010        25242.902
        -0.66327          0.72517         41.54938         42.68447          0.01981          0.00010        25244.268
        -0.66122          0.72245         41.39333         42.52784          0.01980          0.00010        25245.630
        -0.65918          0.71973         41.23764         42.37155          0.01979          0.00010        25246.988
        -0.65714          0.71702         41.08233         42.21560          0.01978          0.00010        25248.343
        -0.65510          0.71432         40.92739         42.05999          0.01977          0.00010        25249.693
        -0.65306          0.71162         40.77280         41.90470          0.01976          0.00010        25251.039
        -0.65102          0.70893         40.61858         41.74975          0.01974          0.00010        25252.382
        -0.64898          0.70624         40.46471         41.59511          0.01973          0.00010        25253.720
        -0.64694          0.70356         40.31119         41.44080          0.01972          0.00010        25255.055
        -0.64490          0.70089         40.15803         41.28680          0.01970          0.00010        25256.386
        -0.64286          0.69822         40.00520         41.13312          0.01969          0.00010        25257.713
        -0.64082          0.69556         39.85272         40.97975          0.01967          0.00010        25259.036
