detailed model output for Neptune's 1-bar isobaric surface. models are described in Mankovich et al. 2026, PSJ.
this model assumes the symmetric K-BAND 2014 wind profile from Tollefson et al. (2018, Icarus 311) Table 1.
mu=sin(phi), phi [radians], and lat_deg [degrees] refer to planetocentric latitude; lat_pg_deg gives planetographic latitude in degrees.
              mu          phi_rad          lat_deg       lat_pg_deg          psi_rad    omega_rad_s-1             r_km 
        -0.69796          0.77254         44.26350         45.26408          0.01746          0.00010        24568.780
        -0.69592          0.76970         44.10044         45.09969          0.01744          0.00010        24570.001
        -0.69388          0.76686         43.93784         44.93574          0.01742          0.00010        24571.216
        -0.69184          0.76403         43.77568         44.77220          0.01739          0.00010        24572.427
        -0.68980          0.76121         43.61396         44.60907          0.01737          0.00010        24573.632
        -0.68776          0.75839         43.45267         44.44636          0.01734          0.00010        24574.833
        -0.68571          0.75558         43.29181         44.28406          0.01732          0.00010        24576.029
        -0.68367          0.75278         43.13137         44.12215          0.01729          0.00010        24577.220
        -0.68163          0.74999         42.97136         43.96065          0.01727          0.00010        24578.406
        -0.67959          0.74721         42.81176         43.79953          0.01724          0.00010        24579.587
        -0.67755          0.74443         42.65257         43.63881          0.01721          0.00010        24580.764
        -0.67551          0.74166         42.49378         43.47847          0.01719          0.00010        24581.936
        -0.67347          0.73889         42.33540         43.31851          0.01716          0.00010        24583.103
        -0.67143          0.73613         42.17742         43.15893          0.01713          0.00010        24584.265
        -0.66939          0.73338         42.01983         42.99973          0.01710          0.00010        24585.423
        -0.66735          0.73064         41.86263         42.84089          0.01707          0.00010        24586.575
        -0.66531          0.72790         41.70581         42.68242          0.01704          0.00010        24587.723
        -0.66327          0.72517         41.54938         42.52431          0.01702          0.00010        24588.867
        -0.66122          0.72245         41.39333         42.36655          0.01699          0.00010        24590.006
        -0.65918          0.71973         41.23764         42.20916          0.01696          0.00010        24591.140
        -0.65714          0.71702         41.08233         42.05211          0.01693          0.00010        24592.269
        -0.65510          0.71432         40.92739         41.89541          0.01690          0.00010        24593.394
        -0.65306          0.71162         40.77280         41.73906          0.01686          0.00010        24594.514
        -0.65102          0.70893         40.61858         41.58304          0.01683          0.00010        24595.630
        -0.64898          0.70624         40.46471         41.42737          0.01680          0.00010        24596.740
        -0.64694          0.70356         40.31119         41.27202          0.01677          0.00010        24597.847
        -0.64490          0.70089         40.15803         41.11701          0.01674          0.00010        24598.949
        -0.64286          0.69822         40.00520         40.96233          0.01670          0.00010        24600.046
        -0.64082          0.69556         39.85272         40.80797          0.01667          0.00010        24601.139
        -0.63878          0.69291         39.70057         40.65393          0.01664          0.00010        24602.227
        -0.63673          0.69026         39.54876         40.50020          0.01661          0.00010        24603.310
        -0.63469          0.68761         39.39728         40.34680          0.01657          0.00010        24604.390
        -0.63265          0.68497         39.24613         40.19370          0.01654          0.00010        24605.464
        -0.63061          0.68234         39.09531         40.04091          0.01650          0.00010        24606.535
        -0.62857          0.67972         38.94480         39.88843          0.01647          0.00010        24607.600
        -0.62653          0.67709         38.79462         39.73626          0.01643          0.00010        24608.662
        -0.62449          0.67448         38.64475         39.58438          0.01640          0.00010        24609.718
